id,instrument,k,wait,horizon,stop,signals,no_entry,conflicts,unknown_outcomes,excluded_days,days,trades,total,mean_day,mean_trade,win_rate,max_drawdown,median_minutes
ES_k2_w30_h60_far,ES,2,30,60,far,3956,2260,0,2,113,5002,1671,-56292.5,-11.253998400639745,-33.68791143028127,0.118491921005386,59730.0,2.0
ES_k2_w30_h60_time,ES,2,30,60,time,3956,251,0,8,113,5002,3653,-65315.0,-13.057776889244302,-17.879824801532987,0.46728716123733915,91775.0,60.0
ES_k2_w30_h120_far,ES,2,30,120,far,3956,2260,0,2,113,5002,1671,-50680.0,-10.131947221111556,-30.32914422501496,0.10053859964093358,56660.0,2.0
ES_k2_w30_h120_time,ES,2,30,120,time,3956,251,0,15,113,5002,3653,-35215.0,-7.040183926429428,-9.640021899808376,0.4845332603339721,81740.0,120.0
ES_k2_w60_h15_far,ES,2,60,15,far,4056,2310,0,2,113,5002,1721,-56005.0,-11.196521391443422,-32.542126670540384,0.15398024404416036,58205.0,2.0
ES_k2_w60_h15_time,ES,2,60,15,time,4056,257,0,3,113,5002,3746,-82242.5,-16.441923230707715,-21.954751735184196,0.42311799252536036,90377.5,15.0
ES_k2_w60_h30_far,ES,2,60,30,far,4056,2310,0,2,113,5002,1721,-52142.5,-10.424330267892843,-30.29779198140616,0.14235909355026147,54882.5,2.0
ES_k2_w60_h30_time,ES,2,60,30,time,4056,257,0,5,113,5002,3746,-84792.5,-16.951719312275088,-22.635477843032568,0.4535504538174052,113672.5,30.0
ES_k2_w60_h60_far,ES,2,60,60,far,4056,2310,0,2,113,5002,1721,-57205.0,-11.436425429828068,-33.23939570017432,0.11853573503776874,61162.5,2.0
ES_k2_w60_h60_time,ES,2,60,60,time,4056,257,0,7,113,5002,3746,-60580.0,-12.111155537784885,-16.17191671115857,0.46983449012279765,89360.0,60.0
ES_k2_w60_h120_far,ES,2,60,120,far,4056,2310,0,2,113,5002,1721,-52005.0,-10.396841263494602,-30.217896571760605,0.0999418942475305,58142.5,2.0
ES_k2_w60_h120_time,ES,2,60,120,time,4056,257,0,14,113,5002,3746,-33430.0,-6.683326669332267,-8.92418579818473,0.4858515750133476,80710.0,120.0
ES_k3_w10_h15_far,ES,3,10,15,far,2691,1872,0,0,113,5002,803,-27152.5,-5.428328668532587,-33.81382316313823,0.17683686176836863,28092.5,3.0
ES_k3_w10_h15_time,ES,3,10,15,time,2691,73,0,0,113,5002,2578,-92327.5,-18.45811675329868,-35.81361520558573,0.4010861132660978,95487.5,15.0
ES_k3_w10_h30_far,ES,3,10,30,far,2691,1872,0,0,113,5002,803,-29152.5,-5.828168732506997,-36.304483188044834,0.16936488169364883,29867.5,3.0
ES_k3_w10_h30_time,ES,3,10,30,time,2691,73,0,2,113,5002,2578,-113340.0,-22.65893642542983,-43.96431342125679,0.43289371605896043,116927.5,30.0
ES_k3_w10_h60_far,ES,3,10,60,far,2691,1872,0,0,113,5002,803,-30765.0,-6.150539784086366,-38.31257783312578,0.14694894146948942,31355.0,3.0
ES_k3_w10_h60_time,ES,3,10,60,time,2691,73,0,7,113,5002,2578,-127290.0,-25.447820871651338,-49.37548487199379,0.44453064391000774,130715.0,60.0
ES_k3_w10_h120_far,ES,3,10,120,far,2691,1872,0,0,113,5002,803,-35015.0,-7.000199920031987,-43.605230386052305,0.1307596513075965,35317.5,3.0
ES_k3_w10_h120_time,ES,3,10,120,time,2691,73,0,11,113,5002,2578,-78677.5,-15.729208316673331,-30.518813033359194,0.4604344453064391,95087.5,120.0
ES_k3_w30_h15_far,ES,3,30,15,far,3291,2225,0,0,113,5002,1049,-37582.5,-7.5134946021591364,-35.82697807435653,0.16205910390848427,38352.5,3.0
ES_k3_w30_h15_time,ES,3,30,15,time,3291,125,0,1,113,5002,3121,-105080.0,-21.007596961215516,-33.668695930791415,0.40660044857417493,107145.0,15.0
ES_k3_w30_h30_far,ES,3,30,30,far,3291,2225,0,0,113,5002,1049,-36457.5,-7.2885845661735305,-34.75452812202097,0.1601525262154433,38220.0,3.0
ES_k3_w30_h30_time,ES,3,30,30,time,3291,125,0,3,113,5002,3121,-108492.5,-21.689824070371852,-34.76209548221724,0.443447612944569,115245.0,30.0
ES_k3_w30_h60_far,ES,3,30,60,far,3291,2225,0,0,113,5002,1049,-37632.5,-7.523490603758496,-35.874642516682556,0.13822688274547187,39420.0,3.0
ES_k3_w30_h60_time,ES,3,30,60,time,3291,125,0,7,113,5002,3121,-114930.0,-22.976809276289483,-36.824735661646905,0.45273950656840756,125745.0,60.0
ES_k3_w30_h120_far,ES,3,30,120,far,3291,2225,0,0,113,5002,1049,-32482.5,-6.4939024390243905,-30.965204957102003,0.12392755004766444,33835.0,3.0
ES_k3_w30_h120_time,ES,3,30,120,time,3291,125,0,12,113,5002,3121,-85942.5,-17.181627349060374,-27.536847164370393,0.4677987824415252,113400.0,120.0
ES_k3_w60_h15_far,ES,3,60,15,far,3528,2361,0,0,113,5002,1150,-38200.0,-7.636945221911236,-33.21739130434783,0.17043478260869566,39905.0,3.0
ES_k3_w60_h15_time,ES,3,60,15,time,3528,135,0,1,113,5002,3348,-98590.0,-19.71011595361855,-29.44743130227001,0.4124850657108722,101357.5,15.0
ES_k3_w60_h30_far,ES,3,60,30,far,3528,2361,0,0,113,5002,1150,-34012.5,-6.799780087964814,-29.57608695652174,0.16956521739130434,37017.5,3.0
ES_k3_w60_h30_time,ES,3,60,30,time,3528,135,0,3,113,5002,3348,-92190.0,-18.43062774890044,-27.53584229390681,0.4602747909199522,99467.5,30.0
ES_k3_w60_h60_far,ES,3,60,60,far,3528,2361,0,0,113,5002,1150,-33350.0,-6.667333066773291,-29.0,0.14521739130434783,36502.5,3.0
ES_k3_w60_h60_time,ES,3,60,60,time,3528,135,0,6,113,5002,3348,-92390.0,-18.47061175529788,-27.59557945041816,0.46176821983273597,105347.5,60.0
ES_k3_w60_h120_far,ES,3,60,120,far,3528,2361,0,0,113,5002,1150,-28800.0,-5.757696921231507,-25.043478260869566,0.13217391304347825,31045.0,3.0
ES_k3_w60_h120_time,ES,3,60,120,time,3528,135,0,11,113,5002,3348,-52165.0,-10.428828468612554,-15.580943847072879,0.47909199522102747,80077.5,120.0
ES_k4_w10_h15_far,ES,4,10,15,far,1532,1202,0,0,113,5002,326,-12255.0,-2.450019992003199,-37.5920245398773,0.20245398773006135,12937.5,3.5
ES_k4_w10_h15_time,ES,4,10,15,time,1532,18,0,0,113,5002,1493,-61227.5,-12.2406037584966,-41.009711989283325,0.40991292699263226,63742.5,15.0
ES_k4_w10_h30_far,ES,4,10,30,far,1532,1202,0,0,113,5002,326,-14242.5,-2.847361055577769,-43.688650306748464,0.18098159509202455,15037.5,3.5
ES_k4_w10_h30_time,ES,4,10,30,time,1532,18,0,1,113,5002,1493,-82540.0,-16.50139944022391,-55.284661754855996,0.434695244474213,85025.0,30.0
ES_k4_w10_h60_far,ES,4,10,60,far,1532,1202,0,0,113,5002,326,-13392.5,-2.6774290283886444,-41.081288343558285,0.16257668711656442,13662.5,3.5
ES_k4_w10_h60_time,ES,4,10,60,time,1532,18,0,5,113,5002,1493,-88552.5,-17.70341863254698,-59.31178834561286,0.4420629604822505,91252.5,60.0
ES_k4_w10_h120_far,ES,4,10,120,far,1532,1202,0,0,113,5002,326,-17617.5,-3.522091163534586,-54.04141104294479,0.13496932515337423,17617.5,3.5
ES_k4_w10_h120_time,ES,4,10,120,time,1532,18,0,6,113,5002,1493,-73515.0,-14.697121151539385,-49.2397856664434,0.45612860013395845,80772.5,120.0
ES_k4_w30_h15_far,ES,4,30,15,far,2258,1723,0,0,113,5002,528,-8602.5,-1.719812075169932,-16.292613636363637,0.23106060606060605,11137.5,3.0
ES_k4_w30_h15_time,ES,4,30,15,time,2258,52,0,0,113,5002,2177,-68472.5,-13.689024390243903,-31.45268718419844,0.4253559944878273,70895.0,15.0
ES_k4_w30_h30_far,ES,4,30,30,far,2258,1723,0,0,113,5002,528,-13202.5,-2.6394442223110754,-25.004734848484848,0.19886363636363635,15890.0,3.0
ES_k4_w30_h30_time,ES,4,30,30,time,2258,52,0,1,113,5002,2177,-67035.0,-13.401639344262295,-30.792374827744602,0.45245751033532383,69787.5,30.0
ES_k4_w30_h60_far,ES,4,30,60,far,2258,1723,0,0,113,5002,528,-13265.0,-2.6519392243102757,-25.123106060606062,0.16287878787878787,16040.0,3.0
ES_k4_w30_h60_time,ES,4,30,60,time,2258,52,0,5,113,5002,2177,-74922.5,-14.978508596561376,-34.415480018373906,0.45842903077629765,88367.5,60.0
ES_k4_w30_h120_far,ES,4,30,120,far,2258,1723,0,0,113,5002,528,-11402.5,-2.2795881647341063,-21.595643939393938,0.14015151515151514,14952.5,3.0
ES_k4_w30_h120_time,ES,4,30,120,time,2258,52,0,8,113,5002,2177,-66860.0,-13.366653338664534,-30.71198897565457,0.468994028479559,92170.0,120.0
ES_k4_w60_h15_far,ES,4,60,15,far,2641,1974,0,0,113,5002,657,-14747.5,-2.9483206717313073,-22.446727549467276,0.2176560121765601,16460.0,3.0
ES_k4_w60_h15_time,ES,4,60,15,time,2641,77,0,0,113,5002,2528,-79102.5,-15.814174330267893,-31.29054588607595,0.4260284810126582,80822.5,15.0
ES_k4_w60_h30_far,ES,4,60,30,far,2641,1974,0,0,113,5002,657,-17547.5,-3.508096761295482,-26.708523592085236,0.1948249619482496,19965.0,3.0
ES_k4_w60_h30_time,ES,4,60,30,time,2641,77,0,0,113,5002,2528,-74665.0,-14.92702918832467,-29.53520569620253,0.4564873417721519,76655.0,30.0
ES_k4_w60_h60_far,ES,4,60,60,far,2641,1974,0,0,113,5002,657,-16397.5,-3.278188724510196,-24.958143074581432,0.1567732115677321,19077.5,3.0
ES_k4_w60_h60_time,ES,4,60,60,time,2641,77,0,4,113,5002,2528,-84727.5,-16.93872451019592,-33.515625,0.46162974683544306,89110.0,60.0
ES_k4_w60_h120_far,ES,4,60,120,far,2641,1974,0,0,113,5002,657,-11622.5,-2.3235705717712913,-17.690258751902586,0.1430745814307458,14750.0,3.0
ES_k4_w60_h120_time,ES,4,60,120,time,2641,77,0,7,113,5002,2528,-50065.0,-10.008996401439424,-19.804193037974684,0.4821993670886076,69617.5,120.0
NQ_k2_w10_h15_far,NQ,2,10,15,far,4617,3112,0,0,149,4966,1476,715.0,0.14397905759162305,0.48441734417344173,0.16937669376693767,15815.0,2.0
NQ_k2_w10_h15_time,NQ,2,10,15,time,4617,137,0,6,149,4966,4400,-24300.0,-4.893274265002014,-5.5227272727272725,0.4597727272727273,59160.0,15.0
NQ_k2_w10_h30_far,NQ,2,10,30,far,4617,3112,0,0,149,4966,1476,5190.0,1.045106725734998,3.516260162601626,0.1429539295392954,14065.0,2.0
NQ_k2_w10_h30_time,NQ,2,10,30,time,4617,137,0,11,149,4966,4400,-8640.0,-1.7398308497784938,-1.9636363636363636,0.47704545454545455,47465.0,30.0
NQ_k2_w10_h60_far,NQ,2,10,60,far,4617,3112,0,1,149,4966,1476,8665.0,1.7448650825614176,5.87059620596206,0.11924119241192412,17620.0,2.0
NQ_k2_w10_h60_time,NQ,2,10,60,time,4617,137,0,16,149,4966,4400,28450.0,5.728956906967378,6.465909090909091,0.48954545454545456,42145.0,60.0
NQ_k2_w10_h120_far,NQ,2,10,120,far,4617,3112,0,1,149,4966,1476,24580.0,4.949657672170761,16.653116531165313,0.1043360433604336,13185.0,2.0
NQ_k2_w10_h120_time,NQ,2,10,120,time,4617,136,0,22,149,4966,4400,4050.0,0.815545710833669,0.9204545454545454,0.4929545454545455,66610.0,120.0
NQ_k2_w30_h15_far,NQ,2,30,15,far,4752,3196,0,0,149,4966,1526,-1680.0,-0.3383004430124849,-1.1009174311926606,0.1657929226736566,17635.0,1.0
NQ_k2_w30_h15_time,NQ,2,30,15,time,4752,161,0,6,149,4966,4507,-49280.0,-9.923479661699558,-10.934102507211005,0.45928555580208563,81410.0,15.0
NQ_k2_w30_h30_far,NQ,2,30,30,far,4752,3196,0,0,149,4966,1526,5185.0,1.0440998791784133,3.3977719528178243,0.13892529488859764,15565.0,1.0
NQ_k2_w30_h30_time,NQ,2,30,30,time,4752,161,0,10,149,4966,4507,-30275.0,-6.096455900120821,-6.717328599955625,0.4699356556467717,59090.0,30.0
NQ_k2_w30_h60_far,NQ,2,30,60,far,4752,3196,0,2,149,4966,1526,13820.0,2.7829238824003224,9.056356487549149,0.11926605504587157,17630.0,1.0
NQ_k2_w30_h60_time,NQ,2,30,60,time,4752,160,0,17,149,4966,4507,32470.0,6.538461538461538,7.204348790769913,0.48568892833370314,53820.0,60.0
NQ_k2_w30_h120_far,NQ,2,30,120,far,4752,3196,0,2,149,4966,1526,27420.0,5.521546516310914,17.968545216251638,0.10353866317169069,15195.0,1.0
NQ_k2_w30_h120_time,NQ,2,30,120,time,4752,159,0,22,149,4966,4507,23650.0,4.762384212645992,5.247392944308853,0.4883514532948746,70085.0,120.0
NQ_k2_w60_h15_far,NQ,2,60,15,far,4789,3224,0,0,149,4966,1533,-900.0,-0.18123238018525978,-0.5870841487279843,0.16829745596868884,16575.0,1.0
NQ_k2_w60_h15_time,NQ,2,60,15,time,4789,162,0,6,149,4966,4541,-37885.0,-7.6288763592428515,-8.342876018498128,0.46333406738603833,66285.0,15.0
NQ_k2_w60_h30_far,NQ,2,60,30,far,4789,3224,0,0,149,4966,1533,6480.0,1.3048731373338702,4.227005870841487,0.14090019569471623,14555.0,1.0
NQ_k2_w60_h30_time,NQ,2,60,30,time,4789,162,0,10,149,4966,4541,-17115.0,-3.44643576318969,-3.7689936137414666,0.47280334728033474,54375.0,30.0
NQ_k2_w60_h60_far,NQ,2,60,60,far,4789,3224,0,2,149,4966,1533,15445.0,3.1101490132903744,10.075016307893021,0.1187214611872146,16450.0,1.0
NQ_k2_w60_h60_time,NQ,2,60,60,time,4789,161,0,17,149,4966,4541,48155.0,9.696939186467983,10.604492402554504,0.4897599647654702,51095.0,60.0
NQ_k2_w60_h120_far,NQ,2,60,120,far,4789,3224,0,2,149,4966,1533,27655.0,5.568868304470398,18.03979125896934,0.10437051532941943,14285.0,1.0
NQ_k2_w60_h120_time,NQ,2,60,120,time,4789,160,0,24,149,4966,4541,36035.0,7.256343133306484,7.935476767231887,0.49306320193789915,50095.0,120.0
NQ_k3_w10_h15_far,NQ,3,10,15,far,3938,2981,0,0,149,4966,944,-2050.0,-0.41280708819975837,-2.1716101694915255,0.1885593220338983,10320.0,2.0
NQ_k3_w10_h15_time,NQ,3,10,15,time,3938,68,0,2,149,4966,3812,25990.0,5.233588401127668,6.81794333683106,0.4666841552990556,26865.0,15.0
NQ_k3_w10_h30_far,NQ,3,10,30,far,3938,2981,0,0,149,4966,944,2995.0,0.6031010873942811,3.172669491525424,0.17478813559322035,10475.0,2.0
NQ_k3_w10_h30_time,NQ,3,10,30,time,3938,68,0,6,149,4966,3812,49735.0,10.015102698348771,13.046956977964323,0.487408184679958,38110.0,30.0
NQ_k3_w10_h60_far,NQ,3,10,60,far,3938,2981,0,0,149,4966,944,1190.0,0.2396294804671768,1.2605932203389831,0.1461864406779661,14035.0,2.0
NQ_k3_w10_h60_time,NQ,3,10,60,time,3938,68,0,9,149,4966,3812,51880.0,10.447039871123641,13.609653725078699,0.49842602308499473,37830.0,60.0
NQ_k3_w10_h120_far,NQ,3,10,120,far,3938,2981,0,0,149,4966,944,1960.0,0.39468385018123237,2.0762711864406778,0.1281779661016949,14835.0,2.0
NQ_k3_w10_h120_time,NQ,3,10,120,time,3938,68,0,17,149,4966,3812,56005.0,11.277688280306082,14.691762854144805,0.49396642182581324,43590.0,120.0
NQ_k3_w30_h15_far,NQ,3,30,15,far,4455,3319,0,0,149,4966,1118,-3880.0,-0.7813129279097866,-3.4704830053667264,0.17889087656529518,13505.0,2.0
NQ_k3_w30_h15_time,NQ,3,30,15,time,4455,106,0,2,149,4966,4281,-2500.0,-0.5034232782923882,-0.583975706610605,0.46227516935295493,34420.0,15.0
NQ_k3_w30_h30_far,NQ,3,30,30,far,4455,3319,0,0,149,4966,1118,3040.0,0.6121627064035441,2.7191413237924866,0.16457960644007155,12740.0,2.0
NQ_k3_w30_h30_time,NQ,3,30,30,time,4455,106,0,5,149,4966,4281,36090.0,7.267418445428917,8.430273300630693,0.47979444055127307,33205.0,30.0
NQ_k3_w30_h60_far,NQ,3,30,60,far,4455,3319,0,1,149,4966,1118,7165.0,1.4428111155859846,6.4087656529517,0.1404293381037567,11650.0,2.0
NQ_k3_w30_h60_time,NQ,3,30,60,time,4455,106,0,9,149,4966,4281,103845.0,20.911196133709222,24.25718290119131,0.49147395468348515,44490.0,60.0
NQ_k3_w30_h120_far,NQ,3,30,120,far,4455,3319,0,1,149,4966,1118,8110.0,1.6331051147805073,7.254025044722719,0.11717352415026834,14140.0,2.0
NQ_k3_w30_h120_time,NQ,3,30,120,time,4455,106,0,19,149,4966,4281,98000.0,19.734192509061618,22.891847699135717,0.48703573931324456,53190.0,120.0
NQ_k3_w60_h15_far,NQ,3,60,15,far,4584,3405,0,0,149,4966,1157,-1265.0,-0.25473217881594845,-1.0933448573898013,0.1797752808988764,13515.0,2.0
NQ_k3_w60_h15_time,NQ,3,60,15,time,4584,115,0,2,149,4966,4395,-50.0,-0.010068465565847765,-0.011376564277588168,0.4621160409556314,31635.0,15.0
NQ_k3_w60_h30_far,NQ,3,60,30,far,4584,3405,0,0,149,4966,1157,8465.0,1.7045912202980267,7.316335350043215,0.17113223854796888,11860.0,2.0
NQ_k3_w60_h30_time,NQ,3,60,30,time,4584,115,0,5,149,4966,4395,47700.0,9.605316149818767,10.853242320819113,0.4812286689419795,33075.0,30.0
NQ_k3_w60_h60_far,NQ,3,60,60,far,4584,3405,0,1,149,4966,1157,10745.0,2.1637132501006846,9.28694900605013,0.14520311149524634,12160.0,2.0
NQ_k3_w60_h60_time,NQ,3,60,60,time,4584,115,0,10,149,4966,4395,103820.0,20.9061619009263,23.622298065984072,0.4939704209328783,40035.0,60.0
NQ_k3_w60_h120_far,NQ,3,60,120,far,4584,3405,0,1,149,4966,1157,7650.0,1.5404752315747081,6.611927398444252,0.12359550561797752,13780.0,2.0
NQ_k3_w60_h120_time,NQ,3,60,120,time,4584,115,0,19,149,4966,4395,87315.0,17.58256141763995,19.866894197952217,0.49306029579067123,54360.0,120.0
NQ_k4_w10_h15_far,NQ,4,10,15,far,2705,2200,0,0,149,4966,498,-7015.0,-1.4126057188884413,-14.086345381526105,0.22289156626506024,9175.0,3.5
NQ_k4_w10_h15_time,NQ,4,10,15,time,2705,22,0,1,149,4966,2639,18215.0,3.6679420056383405,6.902235695339144,0.46419098143236076,24930.0,15.0
NQ_k4_w10_h30_far,NQ,4,10,30,far,2705,2200,0,0,149,4966,498,-4510.0,-0.9081755940394683,-9.056224899598394,0.20281124497991967,9010.0,3.5
NQ_k4_w10_h30_time,NQ,4,10,30,time,2705,22,0,3,149,4966,2639,14640.0,2.9480467176802256,5.547555892383478,0.48048503220917016,33410.0,30.0
NQ_k4_w10_h60_far,NQ,4,10,60,far,2705,2200,0,0,149,4966,498,-4395.0,-0.8850181232380185,-8.825301204819278,0.1686746987951807,9980.0,3.5
NQ_k4_w10_h60_time,NQ,4,10,60,time,2705,22,0,4,149,4966,2639,46320.0,9.32742650020137,17.552103069344447,0.4960212201591512,29630.0,60.0
NQ_k4_w10_h120_far,NQ,4,10,120,far,2705,2200,0,1,149,4966,498,7975.0,1.6059202577527185,16.014056224899598,0.14056224899598393,4930.0,3.5
NQ_k4_w10_h120_time,NQ,4,10,120,time,2705,22,0,11,149,4966,2639,69720.0,14.039468385018123,26.419098143236074,0.4941265630920803,39410.0,120.0
NQ_k4_w30_h15_far,NQ,4,30,15,far,3685,2910,0,0,149,4966,762,-12380.0,-2.4929520741039064,-16.246719160104988,0.1968503937007874,15440.0,3.0
NQ_k4_w30_h15_time,NQ,4,30,15,time,3685,57,0,1,149,4966,3571,-14320.0,-2.8836085380588,-4.010081209745169,0.461215345841501,59500.0,15.0
NQ_k4_w30_h30_far,NQ,4,30,30,far,3685,2910,0,0,149,4966,762,-6580.0,-1.325010068465566,-8.63517060367454,0.17454068241469817,10300.0,3.0
NQ_k4_w30_h30_time,NQ,4,30,30,time,3685,57,0,3,149,4966,3571,32225.0,6.4891260571888845,9.024082889946794,0.47941753010361243,47635.0,30.0
NQ_k4_w30_h60_far,NQ,4,30,60,far,3685,2910,0,1,149,4966,762,-535.0,-0.10773258155457108,-0.7020997375328084,0.15223097112860892,6610.0,3.0
NQ_k4_w30_h60_time,NQ,4,30,60,time,3685,57,0,6,149,4966,3571,108470.0,21.842529198550142,30.37524502940353,0.5029403528423411,35890.0,60.0
NQ_k4_w30_h120_far,NQ,4,30,120,far,3685,2910,0,1,149,4966,762,6880.0,1.3854208618606525,9.028871391076116,0.12860892388451445,7805.0,3.0
NQ_k4_w30_h120_time,NQ,4,30,120,time,3685,57,0,12,149,4966,3571,88455.0,17.81212243254128,24.770372444693365,0.5001400168020163,48220.0,120.0
NQ_k4_w60_h15_far,NQ,4,60,15,far,4022,3148,0,0,149,4966,859,-18415.0,-3.708215867901732,-21.437718277066356,0.1850989522700815,20220.0,2.0
NQ_k4_w60_h15_time,NQ,4,60,15,time,4022,68,0,1,149,4966,3893,-7815.0,-1.5737011679420057,-2.007449267916774,0.46339583868481893,52930.0,15.0
NQ_k4_w60_h30_far,NQ,4,60,30,far,4022,3148,0,0,149,4966,859,-13340.0,-2.6862666129681836,-15.529685681024446,0.17345750873108265,16220.0,2.0
NQ_k4_w60_h30_time,NQ,4,60,30,time,4022,68,0,3,149,4966,3893,36640.0,7.378171566653242,9.411764705882353,0.48034934497816595,43625.0,30.0
NQ_k4_w60_h60_far,NQ,4,60,60,far,4022,3148,0,1,149,4966,859,-12370.0,-2.490938380990737,-14.40046565774156,0.1420256111757858,15870.0,2.0
NQ_k4_w60_h60_time,NQ,4,60,60,time,4022,68,0,6,149,4966,3893,103440.0,20.829641562625856,26.57076804520935,0.5003853069612124,29485.0,60.0
NQ_k4_w60_h120_far,NQ,4,60,120,far,4022,3148,0,1,149,4966,859,-7645.0,-1.5394683850181232,-8.89988358556461,0.12456344586728754,10690.0,2.0
NQ_k4_w60_h120_time,NQ,4,60,120,time,4022,68,0,14,149,4966,3893,98205.0,19.775473217881594,25.22604675057796,0.5008990495761624,40375.0,120.0
YM_k2_w10_h15_far,YM,2,10,15,far,4535,2931,0,2,220,4895,1547,-27930.0,-5.705822267620021,-18.054298642533936,0.15901745313510018,27930.0,2.0
YM_k2_w10_h15_time,YM,2,10,15,time,4535,177,0,7,220,4895,4218,-65490.0,-13.378958120531154,-15.526315789473685,0.4352773826458037,69290.0,15.0
YM_k2_w10_h30_far,YM,2,10,30,far,4535,2931,0,3,220,4895,1547,-24185.0,-4.940755873340143,-15.633484162895927,0.1363930187459599,24325.0,2.0
YM_k2_w10_h30_time,YM,2,10,30,time,4535,176,0,14,220,4895,4218,-71055.0,-14.515832482124617,-16.84566145092461,0.46301564722617355,75720.0,30.0
YM_k2_w10_h60_far,YM,2,10,60,far,4535,2931,0,3,220,4895,1547,-19985.0,-4.082737487231869,-12.918552036199095,0.12411118293471235,21845.0,2.0
YM_k2_w10_h60_time,YM,2,10,60,time,4535,176,0,22,220,4895,4218,-59515.0,-12.15832482124617,-14.109767662399241,0.46633475580844,67605.0,60.0
YM_k2_w10_h120_far,YM,2,10,120,far,4535,2931,0,3,220,4895,1547,-13545.0,-2.767109295199183,-8.755656108597286,0.10277957336780866,20080.0,2.0
YM_k2_w10_h120_time,YM,2,10,120,time,4535,174,0,34,220,4895,4218,-18510.0,-3.7814096016343206,-4.388335704125177,0.48530109056424847,40305.0,120.0
YM_k2_w30_h15_far,YM,2,30,15,far,4704,3034,0,3,220,4895,1608,-27455.0,-5.608784473953014,-17.074004975124378,0.16293532338308458,27455.0,2.0
YM_k2_w30_h15_time,YM,2,30,15,time,4704,200,0,8,220,4895,4357,-63810.0,-13.035750766087844,-14.645398209777369,0.4388340601331191,67900.0,15.0
YM_k2_w30_h30_far,YM,2,30,30,far,4704,3034,0,4,220,4895,1608,-23625.0,-4.82635342185904,-14.692164179104477,0.13930348258706468,23690.0,2.0
YM_k2_w30_h30_time,YM,2,30,30,time,4704,199,0,15,220,4895,4357,-72050.0,-14.719101123595506,-16.536607757631398,0.4695891668579298,76300.0,30.0
YM_k2_w30_h60_far,YM,2,30,60,far,4704,3034,0,4,220,4895,1608,-19835.0,-4.052093973442288,-12.335199004975124,0.12375621890547264,19835.0,2.0
YM_k2_w30_h60_time,YM,2,30,60,time,4704,199,0,25,220,4895,4357,-45330.0,-9.260469867211441,-10.403947670415423,0.4721138397980262,52445.0,60.0
YM_k2_w30_h120_far,YM,2,30,120,far,4704,3034,0,4,220,4895,1608,-16750.0,-3.421859039836568,-10.416666666666666,0.10199004975124377,21135.0,2.0
YM_k2_w30_h120_time,YM,2,30,120,time,4704,197,0,37,220,4895,4357,-2395.0,-0.48927477017364657,-0.5496901537755337,0.4890980032132201,49340.0,120.0
YM_k2_w60_h15_far,YM,2,60,15,far,4762,3074,0,2,220,4895,1626,-29085.0,-5.941777323799796,-17.887453874538746,0.15990159901599016,29085.0,2.0
YM_k2_w60_h15_time,YM,2,60,15,time,4762,210,0,7,220,4895,4402,-59405.0,-12.13585291113381,-13.495002271694684,0.4400272603362108,63495.0,15.0
YM_k2_w60_h30_far,YM,2,60,30,far,4762,3074,0,3,220,4895,1626,-25960.0,-5.303370786516854,-15.965559655596556,0.13714637146371464,26030.0,2.0
