date,s07,prior,together
2010-06-14,170.0,-235.0,-65.0
2010-06-15,220.0,-165.0,55.0
2010-06-16,250.0,0.0,250.0
2010-06-17,180.0,125.0,305.0
2010-06-18,90.0,0.0,90.0
2010-06-21,145.0,105.0,250.0
2010-06-22,90.0,-165.0,-75.0
2010-06-23,205.0,-20.0,185.0
2010-06-24,-370.0,310.0,-60.0
2010-06-25,140.0,-35.0,105.0
2010-06-28,-235.0,-295.0,-530.0
2010-06-29,400.0,0.0,400.0
2010-06-30,-295.0,-510.0,-805.0
2010-07-01,330.0,495.0,825.0
2010-07-02,170.0,0.0,170.0
2010-07-06,-20.0,275.0,255.0
2010-07-07,345.0,590.0,935.0
2010-07-08,180.0,0.0,180.0
2010-07-09,-190.0,-20.0,-210.0
2010-07-12,20.0,-70.0,-50.0
2010-07-13,-140.0,330.0,190.0
2010-07-14,155.0,-70.0,85.0
2010-07-15,120.0,325.0,445.0
2010-07-16,-555.0,610.0,55.0
2010-07-19,-70.0,195.0,125.0
2010-07-20,-365.0,135.0,-230.0
2010-07-21,500.0,-70.0,430.0
2010-07-22,405.0,-165.0,240.0
2010-07-23,-190.0,0.0,-190.0
2010-07-26,-195.0,0.0,-195.0
2010-07-27,235.0,-190.0,45.0
2010-07-28,-210.0,-80.0,-290.0
2010-07-29,-730.0,145.0,-585.0
2010-07-30,-360.0,-170.0,-530.0
2010-08-02,-425.0,-60.0,-485.0
2010-08-03,-15.0,95.0,80.0
2010-08-04,45.0,-125.0,-80.0
2010-08-05,25.0,-40.0,-15.0
2010-08-06,80.0,-410.0,-330.0
2010-08-09,-35.0,-90.0,-125.0
2010-08-10,90.0,-245.0,-155.0
2010-08-11,260.0,-165.0,95.0
2010-08-12,-540.0,60.0,-480.0
2010-08-13,-130.0,-150.0,-280.0
2010-08-17,320.0,0.0,320.0
2010-08-18,-225.0,-260.0,-485.0
2010-08-19,410.0,-95.0,315.0
2010-08-20,35.0,270.0,305.0
2010-08-23,385.0,190.0,575.0
2010-08-24,-85.0,-330.0,-415.0
2010-08-25,205.0,145.0,350.0
2010-08-26,190.0,135.0,325.0
2010-08-27,-90.0,225.0,135.0
2010-08-30,60.0,190.0,250.0
2010-08-31,-205.0,55.0,-150.0
2010-09-01,505.0,590.0,1095.0
2010-09-02,170.0,0.0,170.0
2010-09-03,-95.0,-105.0,-200.0
2010-09-07,-50.0,-35.0,-85.0
2010-09-08,255.0,-75.0,180.0
2010-09-10,-55.0,-45.0,-100.0
2010-09-13,200.0,5.0,205.0
2010-09-14,195.0,-90.0,105.0
2010-09-15,-180.0,265.0,85.0
2010-09-16,-80.0,-35.0,-115.0
2010-09-17,85.0,50.0,135.0
2010-09-20,-390.0,0.0,-390.0
2010-09-21,15.0,175.0,190.0
2010-09-22,-95.0,-340.0,-435.0
2010-09-23,615.0,0.0,615.0
2010-09-24,-345.0,-60.0,-405.0
2010-09-27,50.0,0.0,50.0
2010-09-28,-165.0,-180.0,-345.0
2010-09-29,-85.0,-15.0,-100.0
2010-09-30,-640.0,785.0,145.0
2010-10-01,410.0,-125.0,285.0
2010-10-04,-465.0,-285.0,-750.0
2010-10-05,295.0,-260.0,35.0
2010-10-06,130.0,100.0,230.0
2010-10-07,35.0,120.0,155.0
2010-10-08,255.0,130.0,385.0
2010-10-11,75.0,0.0,75.0
2010-10-12,-225.0,-75.0,-300.0
2010-10-13,-210.0,115.0,-95.0
2010-10-14,-75.0,45.0,-30.0
2010-10-15,50.0,195.0,245.0
2010-10-18,-25.0,35.0,10.0
2010-10-19,-265.0,0.0,-265.0
2010-10-20,255.0,180.0,435.0
2010-10-21,-65.0,0.0,-65.0
2010-10-25,-145.0,20.0,-125.0
2010-10-26,-400.0,-10.0,-410.0
2010-10-27,-120.0,105.0,-15.0
2010-10-28,155.0,140.0,295.0
2010-10-29,-55.0,-115.0,-170.0
2010-11-01,-215.0,425.0,210.0
2010-11-02,-40.0,-95.0,-135.0
2010-11-03,210.0,245.0,455.0
2010-11-04,45.0,225.0,270.0
2010-11-05,-55.0,-40.0,-95.0
2010-11-08,-175.0,-10.0,-185.0
2010-11-09,80.0,-190.0,-110.0
2010-11-10,50.0,-5.0,45.0
2010-11-11,-350.0,45.0,-305.0
2010-11-12,-290.0,225.0,-65.0
2010-11-15,185.0,-285.0,-100.0
2010-11-16,-350.0,95.0,-255.0
2010-11-17,-355.0,0.0,-355.0
2010-11-18,260.0,225.0,485.0
2010-11-19,-55.0,30.0,-25.0
2010-11-22,-240.0,0.0,-240.0
2010-11-23,400.0,-20.0,380.0
2010-11-24,305.0,0.0,305.0
2010-11-26,-255.0,-50.0,-305.0
2010-11-29,260.0,-100.0,160.0
2010-11-30,-115.0,115.0,0.0
2010-12-01,190.0,75.0,265.0
2010-12-02,235.0,0.0,235.0
2010-12-03,-10.0,0.0,-10.0
2010-12-06,-110.0,0.0,-110.0
2010-12-07,185.0,25.0,210.0
2010-12-08,-150.0,-55.0,-205.0
2010-12-09,200.0,-90.0,110.0
2010-12-10,-40.0,-45.0,-85.0
2010-12-13,-5.0,0.0,-5.0
2010-12-14,90.0,0.0,90.0
2010-12-16,-330.0,0.0,-330.0
2010-12-17,-45.0,10.0,-35.0
2010-12-21,-5.0,-95.0,-100.0
2011-01-03,405.0,25.0,430.0
2011-01-04,-355.0,-185.0,-540.0
2011-01-05,-470.0,230.0,-240.0
2011-01-06,-65.0,-260.0,-325.0
2011-01-07,115.0,65.0,180.0
2011-01-10,-50.0,-255.0,-305.0
2011-01-11,10.0,-35.0,-25.0
2011-01-12,-110.0,0.0,-110.0
2011-01-13,90.0,20.0,110.0
2011-01-14,-250.0,0.0,-250.0
2011-01-19,275.0,-115.0,160.0
2011-01-20,-550.0,-190.0,-740.0
2011-01-24,-440.0,235.0,-205.0
2011-01-25,-80.0,-145.0,-225.0
2011-01-26,70.0,0.0,70.0
2011-01-27,-65.0,0.0,-65.0
2011-01-28,745.0,755.0,1500.0
2011-01-31,25.0,-10.0,15.0
2011-02-01,-425.0,165.0,-260.0
2011-02-02,35.0,-10.0,25.0
2011-02-03,-90.0,15.0,-75.0
2011-02-04,-50.0,0.0,-50.0
2011-02-08,90.0,30.0,120.0
2011-02-09,-45.0,0.0,-45.0
2011-02-10,375.0,-5.0,370.0
2011-02-11,235.0,-45.0,190.0
2011-02-14,-100.0,0.0,-100.0
2011-02-16,165.0,-145.0,20.0
2011-02-17,-260.0,0.0,-260.0
2011-02-18,-75.0,0.0,-75.0
2011-02-22,-10.0,0.0,-10.0
2011-02-23,270.0,220.0,490.0
2011-02-24,-105.0,-345.0,-450.0
2011-02-25,300.0,80.0,380.0
2011-02-28,-125.0,-5.0,-130.0
2011-03-01,365.0,275.0,640.0
2011-03-02,240.0,140.0,380.0
2011-03-03,240.0,80.0,320.0
2011-03-04,135.0,495.0,630.0
2011-03-07,-820.0,-720.0,-1540.0
2011-03-08,340.0,590.0,930.0
2011-03-09,255.0,40.0,295.0
2011-03-10,-25.0,160.0,135.0
2011-03-11,15.0,65.0,80.0
2011-03-14,-305.0,-185.0,-490.0
2011-03-15,325.0,155.0,480.0
2011-03-16,265.0,-110.0,155.0
2011-03-17,-120.0,-50.0,-170.0
2011-03-18,400.0,-5.0,395.0
2011-03-21,-410.0,90.0,-320.0
2011-03-22,-160.0,-75.0,-235.0
2011-03-23,-65.0,170.0,105.0
2011-03-24,-355.0,0.0,-355.0
2011-03-25,195.0,0.0,195.0
2011-03-28,85.0,-50.0,35.0
2011-03-29,-520.0,0.0,-520.0
2011-03-30,-165.0,0.0,-165.0
2011-03-31,-40.0,25.0,-15.0
2011-04-01,-165.0,-275.0,-440.0
2011-04-05,105.0,75.0,180.0
2011-04-06,-270.0,-30.0,-300.0
2011-04-07,-125.0,-165.0,-290.0
2011-04-08,-280.0,75.0,-205.0
2011-04-11,-315.0,-305.0,-620.0
2011-04-12,-200.0,250.0,50.0
2011-04-13,50.0,-170.0,-120.0
2011-04-14,15.0,-235.0,-220.0
2011-04-15,-115.0,0.0,-115.0
2011-04-18,330.0,0.0,330.0
2011-04-19,-215.0,-150.0,-365.0
2011-04-20,90.0,-185.0,-95.0
2011-04-21,-40.0,0.0,-40.0
2011-04-26,-295.0,-375.0,-670.0
2011-04-27,110.0,90.0,200.0
2011-05-03,-110.0,0.0,-110.0
2011-05-04,340.0,485.0,825.0
2011-05-05,195.0,320.0,515.0
2011-05-06,-175.0,-550.0,-725.0
2011-05-09,-30.0,10.0,-20.0
2011-05-10,-55.0,80.0,25.0
2011-05-11,0.0,100.0,100.0
2011-05-12,-310.0,290.0,-20.0
2011-05-13,275.0,275.0,550.0
2011-05-16,-100.0,-365.0,-465.0
2011-05-17,0.0,-260.0,-260.0
2011-05-18,-215.0,105.0,-110.0
2011-05-19,165.0,-25.0,140.0
2011-05-20,-350.0,100.0,-250.0
2011-05-23,10.0,-80.0,-70.0
2011-05-24,130.0,65.0,195.0
2011-05-25,140.0,70.0,210.0
2011-05-26,150.0,310.0,460.0
2011-05-27,100.0,75.0,175.0
2011-05-31,-190.0,70.0,-120.0
2011-06-02,30.0,300.0,330.0
2011-06-03,100.0,100.0,200.0
2011-06-06,5.0,30.0,35.0
2011-06-07,65.0,-75.0,-10.0
2011-06-08,-145.0,-15.0,-160.0
2011-06-10,-440.0,-65.0,-505.0
2011-06-13,-120.0,-50.0,-170.0
2011-06-14,125.0,-15.0,110.0
2011-06-15,-80.0,540.0,460.0
2011-06-16,-165.0,-360.0,-525.0
2011-06-17,-365.0,75.0,-290.0
2011-06-20,140.0,-30.0,110.0
2011-06-21,-770.0,225.0,-545.0
2011-06-22,-155.0,-60.0,-215.0
2011-06-23,-190.0,90.0,-100.0
2011-06-24,270.0,-65.0,205.0
2011-06-27,380.0,115.0,495.0
2011-06-28,-350.0,25.0,-325.0
2011-06-29,-150.0,-260.0,-410.0
2011-06-30,375.0,220.0,595.0
2011-07-01,-485.0,205.0,-280.0
2011-07-05,80.0,-25.0,55.0
2011-07-06,-80.0,135.0,55.0
2011-07-07,-195.0,35.0,-160.0
2011-07-08,-355.0,-75.0,-430.0
2011-07-11,-285.0,-40.0,-325.0
2011-07-12,120.0,-45.0,75.0
2011-07-13,205.0,245.0,450.0
2011-07-14,145.0,-360.0,-215.0
2011-07-15,-190.0,0.0,-190.0
2011-07-18,270.0,510.0,780.0
2011-07-19,160.0,0.0,160.0
2011-07-20,255.0,25.0,280.0
2011-07-21,-375.0,-55.0,-430.0
2011-07-22,75.0,-40.0,35.0
2011-07-25,-440.0,-35.0,-475.0
2011-07-26,15.0,135.0,150.0
2011-07-27,325.0,105.0,430.0
2011-07-28,-645.0,-65.0,-710.0
2011-07-29,465.0,0.0,465.0
2011-08-01,-935.0,1085.0,150.0
2011-08-02,-165.0,-275.0,-440.0
2011-08-03,70.0,260.0,330.0
2011-08-04,610.0,435.0,1045.0
2011-08-05,-1070.0,-1100.0,-2170.0
2011-08-08,255.0,455.0,710.0
2011-08-09,670.0,-1205.0,-535.0
2011-08-10,275.0,265.0,540.0
2011-08-11,700.0,-390.0,310.0
2011-08-12,40.0,-125.0,-85.0
2011-08-15,-245.0,65.0,-180.0
2011-08-16,200.0,65.0,265.0
2011-08-17,45.0,60.0,105.0
2011-08-18,470.0,310.0,780.0
2011-08-19,195.0,-405.0,-210.0
2011-08-22,590.0,295.0,885.0
2011-08-23,-540.0,-670.0,-1210.0
2011-08-24,-5.0,-235.0,-240.0
2011-08-25,-540.0,290.0,-250.0
2011-08-26,795.0,680.0,1475.0
2011-08-29,165.0,45.0,210.0
2011-08-30,275.0,225.0,500.0
2011-08-31,-155.0,-105.0,-260.0
2011-09-01,-60.0,20.0,-40.0
2011-09-02,-85.0,185.0,100.0
2011-09-06,-310.0,130.0,-180.0
2011-09-07,-185.0,185.0,0.0
2011-09-09,200.0,400.0,600.0
2011-09-12,355.0,340.0,695.0
2011-09-13,-60.0,-370.0,-430.0
2011-09-14,25.0,-565.0,-540.0
2011-09-15,5.0,-105.0,-100.0
2011-09-16,-80.0,-145.0,-225.0
2011-09-19,135.0,20.0,155.0
2011-09-20,-190.0,-630.0,-820.0
2011-09-21,-230.0,335.0,105.0
2011-09-22,-100.0,-785.0,-885.0
2011-09-23,-825.0,-315.0,-1140.0
2011-09-26,265.0,165.0,430.0
2011-09-27,-235.0,-170.0,-405.0
2011-09-28,-280.0,-40.0,-320.0
2011-09-29,790.0,-345.0,445.0
2011-09-30,-370.0,-315.0,-685.0
2011-10-03,295.0,155.0,450.0
2011-10-04,400.0,-580.0,-180.0
2011-10-05,-875.0,-515.0,-1390.0
2011-10-06,360.0,185.0,545.0
2011-10-07,325.0,200.0,525.0
2011-10-10,490.0,375.0,865.0
2011-10-11,375.0,160.0,535.0
2011-10-12,-290.0,280.0,-10.0
2011-10-13,105.0,-75.0,30.0
2011-10-14,-270.0,-235.0,-505.0
2011-10-17,-70.0,0.0,-70.0
2011-10-18,25.0,480.0,505.0
2011-10-19,15.0,-95.0,-80.0
2011-10-20,440.0,-510.0,-70.0
2011-10-21,-210.0,325.0,115.0
2011-10-24,640.0,0.0,640.0
2011-10-25,235.0,-85.0,150.0
2011-10-26,-950.0,180.0,-770.0
2011-10-27,280.0,-575.0,-295.0
2011-10-28,130.0,80.0,210.0
2011-10-31,-75.0,-120.0,-195.0
2011-11-01,-145.0,-195.0,-340.0
2011-11-02,-40.0,-285.0,-325.0
2011-11-03,190.0,155.0,345.0
2011-11-04,-415.0,0.0,-415.0
2011-11-07,-380.0,425.0,45.0
2011-11-08,380.0,475.0,855.0
2011-11-09,-35.0,-25.0,-60.0
2011-11-10,565.0,-135.0,430.0
2011-11-11,290.0,455.0,745.0
2011-11-14,-160.0,-455.0,-615.0
2011-11-15,20.0,-435.0,-415.0
2011-11-16,-335.0,-185.0,-520.0
2011-11-17,280.0,-290.0,-10.0
2011-11-18,5.0,10.0,15.0
2011-11-21,-655.0,350.0,-305.0
2011-11-22,85.0,385.0,470.0
2011-11-23,430.0,0.0,430.0
2011-11-25,200.0,130.0,330.0
2011-11-28,305.0,10.0,315.0
2011-11-29,-180.0,435.0,255.0
2011-11-30,-345.0,0.0,-345.0
2011-12-01,25.0,-165.0,-140.0
2011-12-02,35.0,200.0,235.0
2011-12-05,-160.0,0.0,-160.0
2011-12-06,-275.0,55.0,-220.0
2011-12-07,-85.0,-90.0,-175.0
2011-12-08,-75.0,215.0,140.0
2011-12-09,360.0,240.0,600.0
2011-12-12,50.0,270.0,320.0
2011-12-13,-570.0,-265.0,-835.0
2011-12-14,710.0,-270.0,440.0
2011-12-15,330.0,80.0,410.0
2011-12-16,260.0,0.0,260.0
2011-12-19,-365.0,-5.0,-370.0
2011-12-20,215.0,195.0,410.0
2011-12-21,580.0,-365.0,215.0
2011-12-22,120.0,0.0,120.0
2011-12-23,-130.0,0.0,-130.0
2011-12-27,-225.0,-85.0,-310.0
2011-12-28,335.0,495.0,830.0
2011-12-29,30.0,190.0,220.0
2011-12-30,105.0,0.0,105.0
2012-01-03,80.0,-50.0,30.0
2012-01-04,40.0,-110.0,-70.0
2012-01-05,-200.0,-220.0,-420.0
2012-01-06,-145.0,15.0,-130.0
2012-01-09,215.0,-190.0,25.0
2012-01-10,-15.0,-30.0,-45.0
2012-01-11,-125.0,0.0,-125.0
2012-01-12,120.0,110.0,230.0
2012-01-13,-25.0,80.0,55.0
2012-01-17,-165.0,65.0,-100.0
2012-01-18,315.0,-5.0,310.0
2012-01-19,150.0,-115.0,35.0
2012-01-20,-45.0,5.0,-40.0
2012-01-23,-75.0,0.0,-75.0
2012-01-24,190.0,0.0,190.0
2012-01-25,-25.0,-205.0,-230.0
2012-01-26,105.0,-55.0,50.0
2012-01-27,95.0,155.0,250.0
2012-01-30,-375.0,0.0,-375.0
2012-01-31,385.0,275.0,660.0
2012-02-01,20.0,0.0,20.0
2012-02-02,45.0,-175.0,-130.0
2012-02-03,-215.0,-10.0,-225.0
2012-02-06,-105.0,0.0,-105.0
2012-02-07,-225.0,-20.0,-245.0
2012-02-08,-210.0,-130.0,-340.0
2012-02-09,-50.0,-140.0,-190.0
2012-02-10,-115.0,-120.0,-235.0
2012-02-13,55.0,0.0,55.0
2012-02-14,5.0,25.0,30.0
2012-02-15,-235.0,-10.0,-245.0
2012-02-16,-85.0,-290.0,-375.0
2012-02-17,205.0,25.0,230.0
2012-02-21,210.0,0.0,210.0
2012-02-22,10.0,195.0,205.0
2012-02-24,5.0,10.0,15.0
2012-02-27,-450.0,-495.0,-945.0
2012-02-28,-405.0,15.0,-390.0
2012-02-29,215.0,-375.0,-160.0
2012-03-01,-45.0,-65.0,-110.0
2012-03-02,165.0,0.0,165.0
2012-03-05,450.0,-140.0,310.0
2012-03-06,-40.0,80.0,40.0
2012-03-07,-170.0,-35.0,-205.0
2012-03-08,75.0,0.0,75.0
2012-03-12,90.0,15.0,105.0
2012-03-13,155.0,-375.0,-220.0
2012-03-14,-45.0,-45.0,-90.0
2012-03-15,10.0,0.0,10.0
2012-03-16,50.0,0.0,50.0
2012-03-19,-165.0,0.0,-165.0
2012-03-20,-130.0,-175.0,-305.0
2012-03-22,75.0,-75.0,0.0
2012-03-23,35.0,180.0,215.0
2012-03-27,-145.0,75.0,-70.0
2012-03-28,-245.0,270.0,25.0
2012-03-29,-220.0,-55.0,-275.0
2012-03-30,235.0,-265.0,-30.0
2012-04-02,-495.0,-425.0,-920.0
2012-04-03,-115.0,120.0,5.0
2012-04-04,325.0,-40.0,285.0
2012-04-05,295.0,-135.0,160.0
2012-04-09,205.0,-120.0,85.0
2012-04-10,-270.0,60.0,-210.0
2012-04-11,-115.0,0.0,-115.0
2012-04-12,-530.0,170.0,-360.0
2012-04-13,440.0,60.0,500.0
2012-04-16,705.0,0.0,705.0
2012-04-17,580.0,235.0,815.0
2012-04-18,-25.0,20.0,-5.0
2012-04-19,185.0,-25.0,160.0
2012-04-20,-120.0,0.0,-120.0
2012-04-23,175.0,-85.0,90.0
2012-04-24,-80.0,350.0,270.0
2012-04-25,60.0,0.0,60.0
2012-04-26,15.0,210.0,225.0
2012-04-27,-80.0,0.0,-80.0
2012-04-30,-205.0,-75.0,-280.0
2012-05-01,-660.0,-510.0,-1170.0
2012-05-02,-290.0,-120.0,-410.0
2012-05-03,130.0,15.0,145.0
2012-05-04,595.0,275.0,870.0
2012-05-07,210.0,-35.0,175.0
2012-05-08,-720.0,405.0,-315.0
2012-05-09,-395.0,-305.0,-700.0
2012-05-10,240.0,0.0,240.0
2012-05-11,620.0,260.0,880.0
2012-05-14,200.0,80.0,280.0
2012-05-15,-130.0,170.0,40.0
2012-05-16,190.0,-150.0,40.0
2012-05-17,-580.0,350.0,-230.0
2012-05-18,-345.0,145.0,-200.0
2012-05-21,500.0,-280.0,220.0
2012-05-22,195.0,260.0,455.0
2012-05-23,-225.0,390.0,165.0
2012-05-24,190.0,-30.0,160.0
2012-05-25,-140.0,-35.0,-175.0
2012-05-29,205.0,-130.0,75.0
2012-05-30,-15.0,60.0,45.0
2012-05-31,335.0,25.0,360.0
2012-06-01,-315.0,85.0,-230.0
2012-06-04,-300.0,0.0,-300.0
2012-06-05,180.0,-120.0,60.0
2012-06-06,485.0,590.0,1075.0
2012-06-08,-455.0,0.0,-455.0
2012-06-11,380.0,0.0,380.0
2012-06-12,-245.0,95.0,-150.0
2012-06-13,-430.0,0.0,-430.0
2012-06-14,260.0,-480.0,-220.0
2012-06-15,280.0,10.0,290.0
2012-06-18,-495.0,0.0,-495.0
2012-06-19,220.0,90.0,310.0
2012-06-20,-30.0,-75.0,-105.0
2012-06-21,-560.0,265.0,-295.0
2012-06-22,-90.0,-15.0,-105.0
2012-06-25,470.0,105.0,575.0
2012-06-26,-75.0,-260.0,-335.0
2012-06-27,110.0,25.0,135.0
2012-06-28,85.0,40.0,125.0
2012-06-29,-365.0,-20.0,-385.0
2012-07-02,45.0,-50.0,-5.0
2012-07-03,310.0,0.0,310.0
2012-07-05,-250.0,0.0,-250.0
2012-07-06,665.0,195.0,860.0
2012-07-09,-180.0,0.0,-180.0
2012-07-10,-630.0,250.0,-380.0
2012-07-11,165.0,-10.0,155.0
2012-07-12,240.0,160.0,400.0
2012-07-13,260.0,410.0,670.0
2012-07-16,-120.0,-215.0,-335.0
2012-07-17,-560.0,-325.0,-885.0
2012-07-18,655.0,-30.0,625.0
2012-07-19,140.0,-260.0,-120.0
2012-07-20,265.0,15.0,280.0
2012-07-23,-275.0,-275.0,-550.0
2012-07-24,150.0,345.0,495.0
2012-07-25,-105.0,80.0,-25.0
2012-07-26,-370.0,-305.0,-675.0
2012-07-27,315.0,360.0,675.0
2012-07-30,-305.0,-335.0,-640.0
2012-07-31,-160.0,-45.0,-205.0
2012-08-01,270.0,-85.0,185.0
2012-08-02,-350.0,-5.0,-355.0
2012-08-03,300.0,0.0,300.0
2012-08-06,-315.0,55.0,-260.0
2012-08-07,195.0,30.0,225.0
2012-08-08,-210.0,145.0,-65.0
2012-08-10,-70.0,-40.0,-110.0
2012-08-13,80.0,215.0,295.0
2012-08-14,-85.0,-95.0,-180.0
2012-08-15,5.0,-55.0,-50.0
2012-08-16,200.0,-305.0,-105.0
2012-08-17,-95.0,45.0,-50.0
2012-08-20,50.0,0.0,50.0
2012-08-21,-175.0,10.0,-165.0
2012-08-22,-50.0,0.0,-50.0
2012-08-23,-225.0,0.0,-225.0
2012-08-24,430.0,0.0,430.0
2012-08-28,-45.0,0.0,-45.0
2012-08-29,-190.0,15.0,-175.0
2012-08-30,130.0,0.0,130.0
2012-08-31,-15.0,85.0,70.0
2012-09-04,305.0,0.0,305.0
2012-09-05,110.0,-85.0,25.0
2012-09-06,500.0,70.0,570.0
2012-09-07,-95.0,0.0,-95.0
2012-09-10,-235.0,0.0,-235.0
2012-09-11,-230.0,-145.0,-375.0
2012-09-12,-190.0,55.0,-135.0
2012-09-14,390.0,25.0,415.0
2012-09-17,10.0,60.0,70.0
2012-09-18,120.0,15.0,135.0
2012-09-19,-160.0,-205.0,-365.0
2012-09-20,-145.0,220.0,75.0
2012-09-21,65.0,0.0,65.0
2012-09-24,-120.0,-190.0,-310.0
2012-09-25,-115.0,50.0,-65.0
2012-09-27,100.0,-200.0,-100.0
2012-09-28,195.0,-120.0,75.0
2012-10-01,20.0,-300.0,-280.0
2012-10-02,-225.0,0.0,-225.0
2012-10-03,110.0,-365.0,-255.0
2012-10-04,85.0,-25.0,60.0
2012-10-05,140.0,15.0,155.0
2012-10-08,50.0,0.0,50.0
2012-10-09,620.0,-25.0,595.0
2012-10-10,-40.0,255.0,215.0
2012-10-11,205.0,-40.0,165.0
2012-10-12,35.0,245.0,280.0
2012-10-15,-165.0,-180.0,-345.0
2012-10-16,-500.0,110.0,-390.0
2012-10-18,-50.0,150.0,100.0
2012-10-19,700.0,200.0,900.0
2012-10-22,5.0,-115.0,-110.0
2012-10-23,0.0,5.0,5.0
2012-10-24,330.0,5.0,335.0
2012-10-25,-460.0,0.0,-460.0
2012-10-26,-50.0,180.0,130.0
2012-10-31,-275.0,340.0,65.0
2012-11-01,460.0,10.0,470.0
2012-11-02,215.0,245.0,460.0
2012-11-05,120.0,-120.0,0.0
2012-11-06,-30.0,475.0,445.0
2012-11-07,780.0,695.0,1475.0
2012-11-08,-495.0,80.0,-415.0
2012-11-09,400.0,0.0,400.0
2012-11-12,340.0,45.0,385.0
2012-11-13,-590.0,20.0,-570.0
2012-11-14,-330.0,0.0,-330.0
2012-11-15,165.0,-255.0,-90.0
2012-11-16,405.0,235.0,640.0
2012-11-19,270.0,100.0,370.0
2012-11-20,-85.0,-350.0,-435.0
2012-11-21,-80.0,20.0,-60.0
2012-11-23,320.0,235.0,555.0
2012-11-26,-95.0,-105.0,-200.0
2012-11-27,-75.0,-45.0,-120.0
2012-11-28,-280.0,130.0,-150.0
2012-11-29,-40.0,-380.0,-420.0
2012-11-30,170.0,0.0,170.0
2012-12-03,270.0,85.0,355.0
2012-12-04,180.0,-130.0,50.0
2012-12-05,380.0,-605.0,-225.0
2012-12-06,-650.0,120.0,-530.0
2012-12-07,-685.0,-125.0,-810.0
2012-12-10,440.0,10.0,450.0
2012-12-11,495.0,35.0,530.0
2012-12-12,185.0,80.0,265.0
2012-12-14,0.0,-60.0,-60.0
2012-12-17,-345.0,0.0,-345.0
2012-12-18,-470.0,70.0,-400.0
2012-12-19,-55.0,-10.0,-65.0
2012-12-20,255.0,-55.0,200.0
2012-12-21,-270.0,-325.0,-595.0
2012-12-24,10.0,-45.0,-35.0
2012-12-26,500.0,0.0,500.0
2012-12-27,260.0,135.0,395.0
2012-12-28,110.0,-100.0,10.0
2012-12-31,350.0,25.0,375.0
2013-01-02,-235.0,0.0,-235.0
2013-01-03,-190.0,0.0,-190.0
2013-01-04,170.0,-145.0,25.0
2013-01-07,-285.0,0.0,-285.0
2013-01-08,-355.0,-35.0,-390.0
2013-01-09,100.0,50.0,150.0
2013-01-10,395.0,-55.0,340.0
2013-01-11,35.0,0.0,35.0
2013-01-14,-90.0,40.0,-50.0
2013-01-15,40.0,0.0,40.0
2013-01-16,175.0,-25.0,150.0
2013-01-17,30.0,95.0,125.0
2013-01-18,-180.0,30.0,-150.0
2013-01-22,-350.0,25.0,-325.0
2013-01-23,-55.0,-75.0,-130.0
2013-01-24,365.0,305.0,670.0
2013-01-25,-115.0,0.0,-115.0
2013-01-28,-215.0,-45.0,-260.0
2013-01-29,-195.0,175.0,-20.0
2013-01-30,-130.0,30.0,-100.0
2013-02-01,40.0,15.0,55.0
2013-02-04,-375.0,105.0,-270.0
2013-02-05,-460.0,-175.0,-635.0
2013-02-06,165.0,210.0,375.0
2013-02-07,415.0,45.0,460.0
2013-02-08,265.0,0.0,265.0
2013-02-11,0.0,-95.0,-95.0
2013-02-12,-110.0,0.0,-110.0
2013-02-13,-45.0,-100.0,-145.0
2013-02-14,-210.0,-200.0,-410.0
2013-02-15,-20.0,0.0,-20.0
2013-02-19,-5.0,0.0,-5.0
2013-02-20,230.0,-190.0,40.0
2013-02-21,305.0,-150.0,155.0
2013-02-22,75.0,-95.0,-20.0
2013-02-25,-230.0,395.0,165.0
2013-02-26,105.0,-45.0,60.0
2013-02-27,-585.0,350.0,-235.0
2013-02-28,-260.0,-5.0,-265.0
2013-03-01,-380.0,-435.0,-815.0
2013-03-04,-225.0,-160.0,-385.0
2013-03-05,-430.0,40.0,-390.0
2013-03-06,165.0,140.0,305.0
2013-03-08,145.0,-60.0,85.0
2013-03-11,-10.0,0.0,-10.0
2013-03-12,250.0,-30.0,220.0
2013-03-13,45.0,65.0,110.0
2013-03-14,-115.0,0.0,-115.0
2013-03-15,30.0,0.0,30.0
2013-03-18,-420.0,215.0,-205.0
2013-03-19,-180.0,240.0,60.0
2013-03-20,145.0,50.0,195.0
2013-03-21,10.0,115.0,125.0
2013-03-22,100.0,155.0,255.0
2013-03-25,390.0,170.0,560.0
2013-03-26,-30.0,-15.0,-45.0
2013-03-27,-390.0,-15.0,-405.0
2013-03-28,-100.0,50.0,-50.0
2013-04-01,270.0,100.0,370.0
2013-04-02,280.0,0.0,280.0
2013-04-03,-275.0,-160.0,-435.0
2013-04-04,10.0,105.0,115.0
2013-04-05,-300.0,-150.0,-450.0
2013-04-08,35.0,-5.0,30.0
2013-04-09,130.0,0.0,130.0
2013-04-10,665.0,60.0,725.0
2013-04-11,-230.0,-330.0,-560.0
2013-04-12,-210.0,-70.0,-280.0
2013-04-15,80.0,100.0,180.0
2013-04-16,-210.0,-10.0,-220.0
2013-04-17,550.0,-75.0,475.0
2013-04-18,435.0,-45.0,390.0
2013-04-19,-675.0,-125.0,-800.0
2013-04-22,-135.0,470.0,335.0
2013-04-23,225.0,280.0,505.0
2013-04-24,-60.0,30.0,-30.0
2013-04-25,225.0,305.0,530.0
