instrument,minute,horizon,stop,trades,net_total,net_mean,net_median,win,candles_mean,mean_2006-2012,n_2006-2012,mean_2013-2019,n_2013-2019,mean_2020-2026,n_2020-2026,recent_total,recent_without_best_5pct,recent_max_dd,recent_years_positive,recent_years
NQ,10,60,0.0,4905,-44755.0,-9.124362895005097,-10.0,0.4835881753312946,0.359625761118909,-3.7648902821316614,1595,-10.476737507179783,1741,-13.07202039515615,1569,-20510.0,-327995.0,76335.0,3,7
NQ,10,60,2.0,4910,-34470.0,-7.020366598778004,-65.0,0.16211812627291242,0.21621828987227287,-8.326032540675845,1598,-17.9707233065442,1742,6.45859872611465,1570,10140.0,-249020.0,43280.0,4,7
NQ,10,60,4.0,4910,-60110.0,-12.24236252545825,-95.0,0.290020366598778,0.2717868515104756,-9.330413016270338,1598,-15.327210103329506,1742,-11.78343949044586,1570,-18500.0,-301135.0,58875.0,3,7
NQ,10,60,6.0,4908,-46505.0,-9.475346373268133,-105.0,0.37571312143439284,0.2958730176075612,-11.844082654978084,1597,-10.398966704936853,1742,-6.038878266411727,1569,-9475.0,-304530.0,59720.0,3,7
NQ,10,60,10.0,4907,-80910.0,-16.48868962706338,-45.0,0.4536376604850214,0.26821709808131733,-7.402882205513785,1596,-14.893800229621124,1742,-27.501593371574252,1569,-43150.0,-347990.0,82935.0,2,7
NQ,10,120,0.0,4895,-11670.0,-2.3840653728294177,5.0,0.501123595505618,0.5293075156556102,-0.9767587939698492,1592,6.724137931034483,1740,-13.957133717210493,1563,-21815.0,-392395.0,82800.0,5,7
NQ,10,120,2.0,4910,-17755.0,-3.616089613034623,-70.0,0.1329938900203666,0.24942037035947812,-7.668961201501878,1598,-13.659586681974742,1742,11.652866242038217,1570,18295.0,-289735.0,44375.0,4,7
NQ,10,120,4.0,4908,-27010.0,-5.503259983700081,-105.0,0.24735126324368378,0.3388440366852166,-11.671884783969944,1597,-5.2267508610792195,1742,0.4684512428298279,1569,735.0,-339120.0,61250.0,5,7
NQ,10,120,6.0,4904,-6620.0,-1.3499184339314845,-135.0,0.33727569331158236,0.397253000913688,-11.920426065162907,1596,0.040183696900114814,1742,7.876756066411239,1566,12335.0,-342215.0,65320.0,5,7
NQ,10,120,10.0,4901,-44230.0,-9.024688839012446,-110.0,0.4356253825749847,0.3805507602445221,-8.240276035131744,1594,-5.625717566016074,1742,-13.60702875399361,1565,-21295.0,-389375.0,88910.0,3,7
NQ,11,30,0.0,4913,-185415.0,-37.739670262568694,-15.0,0.4707917769183798,-0.02179873770032799,-10.390137328339575,1602,-23.498851894374283,1742,-81.47546207775653,1569,-127835.0,-363350.0,140875.0,2,7
NQ,11,30,2.0,4918,-114040.0,-23.18828792191948,-65.0,0.2002846685644571,-0.09157677479729273,-13.7601246105919,1605,-26.15097588978186,1742,-29.535327816677274,1571,-46400.0,-254740.0,66985.0,2,7
NQ,11,30,4.0,4915,-130285.0,-26.50762970498474,-95.0,0.3424211597151577,-0.07236992957291477,-14.794135995009357,1603,-26.380597014925375,1742,-38.60828025477707,1570,-60615.0,-291230.0,88530.0,3,7
NQ,11,30,6.0,4915,-175045.0,-35.61444557477111,-75.0,0.41892166836215666,-0.09240435439260693,-14.56955708047411,1603,-26.647531572904708,1742,-67.05095541401273,1570,-105270.0,-336150.0,116680.0,2,7
NQ,11,30,10.0,4913,-172700.0,-35.15163851007531,-20.0,0.463464278444942,-0.0819278161564404,-12.737203495630462,1602,-27.723880597014926,1742,-66.2842574888464,1569,-104000.0,-339515.0,121340.0,2,7
NQ,11,60,0.0,4911,-120745.0,-24.5866422317247,-15.0,0.4797393606190185,0.22587311851200897,-6.139912554653342,1601,-20.261344055140725,1741,-48.209050350541744,1569,-75640.0,-382805.0,118745.0,2,7
NQ,11,60,2.0,4918,-74470.0,-15.142334282228548,-70.0,0.16307442049613663,-0.007735034265695208,-14.532710280373832,1605,-23.097014925373134,1742,-6.94462126034373,1571,-10910.0,-266880.0,41265.0,4,7
NQ,11,60,4.0,4915,-84885.0,-17.270600203458798,-95.0,0.2923702950152594,0.06645150119111597,-14.323144104803493,1603,-24.93398392652124,1742,-11.777070063694268,1570,-18490.0,-305600.0,70385.0,4,7
NQ,11,60,6.0,4915,-136175.0,-27.706002034587996,-105.0,0.37639877924720244,0.04008823926325801,-13.705552089831565,1603,-26.483926521239955,1742,-43.35668789808917,1570,-68070.0,-363105.0,99330.0,2,7
NQ,11,60,10.0,4913,-129180.0,-26.293507022186038,-45.0,0.45410136372888255,0.11368503754822916,-9.52247191011236,1602,-26.168197474167624,1742,-43.556405353728486,1569,-68340.0,-375505.0,116735.0,2,7
NQ,11,120,0.0,4901,-28675.0,-5.850846765966129,0.0,0.4982656600693736,0.37827906044645965,-6.095118898623279,1598,-3.0057471264367814,1740,-8.768394113883557,1563,-13705.0,-387505.0,76680.0,4,7
NQ,11,120,2.0,4916,-67605.0,-13.752034174125304,-75.0,0.1354759967453214,0.03811506723792362,-13.24501246882793,1604,-18.478760045924226,1742,-9.02547770700637,1570,-14170.0,-307770.0,49595.0,3,7
NQ,11,120,4.0,4912,-49540.0,-10.085504885993485,-115.0,0.2510179153094462,0.10725149024933366,-15.8832709113608,1602,-18.427095292766936,1742,5.105229591836735,1568,8005.0,-333920.0,71205.0,5,7
NQ,11,120,6.0,4911,-99870.0,-20.335980452046428,-135.0,0.3404601914070454,0.09810692246304308,-14.041822721598002,1602,-22.66073478760046,1742,-24.186343331206125,1567,-37900.0,-387425.0,63730.0,3,7
NQ,11,120,10.0,4907,-73810.0,-15.041777053189321,-90.0,0.44018748726309354,0.18234061721952866,-11.459375,1600,-18.117106773823192,1742,-15.281150159744408,1565,-23915.0,-395125.0,80510.0,3,7
NQ,12,30,0.0,4917,-125425.0,-25.508440105755543,-15.0,0.4714256660565385,0.011871622463521593,-12.09838107098381,1606,-23.091274397244547,1742,-41.918419375398344,1569,-65770.0,-301570.0,83020.0,2,7
NQ,12,30,2.0,4922,-69720.0,-14.16497358797237,-70.0,0.21495327102803738,0.02082795703120804,-14.428216283405842,1609,-18.577165806081467,1743,-8.996815286624203,1570,-14125.0,-229280.0,40905.0,2,7
NQ,12,30,4.0,4921,-60980.0,-12.39179028652713,-85.0,0.36232473074578336,0.0033072508302139244,-14.769900497512438,1608,-25.545037292025246,1743,4.646496815286624,1570,7295.0,-223300.0,42530.0,3,7
NQ,12,30,6.0,4920,-101680.0,-20.666666666666668,-60.0,0.4306910569105691,-0.02459087252157844,-15.031094527363184,1608,-27.63625932300631,1743,-18.69980879541109,1569,-29340.0,-261625.0,52015.0,2,7
NQ,12,30,10.0,4918,-121590.0,-24.72346482309882,-20.0,0.4648230988206588,-0.05674625301862468,-13.976353453640323,1607,-28.464408725602755,1742,-31.577437858508603,1569,-49545.0,-285345.0,69400.0,2,7
NQ,12,60,0.0,4914,11280.0,2.2954822954822953,-10.0,0.4873829873829874,0.3214149402294345,-7.651090342679128,1605,-21.786329695577255,1741,39.2155612244898,1568,61490.0,-251600.0,38095.0,5,7
NQ,12,60,2.0,4921,-10155.0,-2.0636049583418004,-75.0,0.17780938833570412,0.11001029556426002,-13.41516469857054,1609,-18.092369477911646,1743,27.38368387507967,1569,42965.0,-231580.0,35690.0,3,7
NQ,12,60,4.0,4920,3630.0,0.7378048780487805,-95.0,0.31626016260162604,0.16677372700203866,-11.79726368159204,1608,-21.57200229489386,1743,38.36838750796686,1569,60200.0,-234035.0,44360.0,5,7
NQ,12,60,6.0,4919,-16630.0,-3.380768448871722,-105.0,0.3982516771701565,0.13965331591844188,-13.995646766169154,1608,-26.242111302352267,1743,32.91772959183673,1568,51615.0,-253660.0,34805.0,4,7
NQ,12,60,10.0,4917,-24100.0,-4.901362619483425,-30.0,0.4643075045759609,0.16307358219839269,-11.017423771001868,1607,-28.211825487944893,1742,27.2640306122449,1568,42750.0,-270340.0,37525.0,4,7
NQ,12,120,0.0,4905,77415.0,15.782874617737003,5.0,0.5017329255861366,0.4476625392107562,-8.233458177278402,1602,-5.057471264367816,1740,63.59884836852207,1563,99405.0,-286200.0,46525.0,6,7
NQ,12,120,2.0,4920,175.0,0.03556910569105691,-75.0,0.1483739837398374,0.15786294105001322,-12.600994406463641,1609,-12.641996557659208,1743,27.09502551020408,1568,42485.0,-271340.0,53330.0,4,7
NQ,12,120,4.0,4916,16410.0,3.338079739625712,-115.0,0.2709519934906428,0.18238592993150335,-14.377722464219042,1607,-15.682730923694779,1743,42.688378033205616,1566,66850.0,-284180.0,52540.0,5,7
NQ,12,120,6.0,4913,27130.0,5.5220842662324445,-135.0,0.35802971707714226,0.1875889385444597,-15.591531755915318,1606,-17.662076878944347,1743,53.040281329923275,1564,82955.0,-288175.0,39195.0,5,7
NQ,12,120,10.0,4911,24185.0,4.9246589289350435,-60.0,0.451435552840562,0.22499645333213938,-15.214953271028037,1605,-16.44374282433984,1742,49.392583120204606,1564,77250.0,-305490.0,50025.0,5,7
NQ,13,30,0.0,4924,-94305.0,-19.152112103980503,-15.0,0.473395613322502,0.06800163811955887,-8.406695598264104,1613,-24.50918484500574,1742,-24.251115360101977,1569,-38050.0,-272735.0,73610.0,4,7
NQ,13,30,2.0,4927,-40135.0,-8.145930586563832,-70.0,0.2413233204789933,0.10304551988384818,-12.040247678018575,1615,-19.041331802525832,1742,7.949044585987261,1570,12480.0,-204965.0,32895.0,4,7
NQ,13,30,4.0,4927,-47115.0,-9.562614166835802,-85.0,0.3838035315607875,0.09057569665482891,-10.86687306501548,1615,-23.903559127439724,1742,7.691082802547771,1570,12075.0,-216260.0,37780.0,3,7
NQ,13,30,6.0,4925,-58085.0,-11.793908629441624,-40.0,0.44243654822335027,0.061544885692824645,-10.346964064436184,1614,-26.97761194029851,1742,3.575525812619503,1569,5610.0,-225960.0,42320.0,4,7
NQ,13,30,10.0,4925,-84730.0,-17.204060913705582,-15.0,0.47126903553299493,0.0432329668065032,-10.216852540272615,1614,-26.865671641791046,1742,-13.664754620777565,1569,-21440.0,-256125.0,64225.0,3,7
NQ,13,60,0.0,4920,49670.0,10.095528455284553,-5.0,0.48739837398373986,0.314776079467928,-7.155707196029777,1612,-24.445720850086158,1741,66.21888959795788,1567,103765.0,-209165.0,39065.0,5,7
NQ,13,60,2.0,4927,23075.0,4.683377308707124,-75.0,0.19870103511264461,0.1920920989870339,-11.102167182662539,1615,-17.571756601607348,1742,45.61464968152866,1570,71615.0,-206290.0,23730.0,5,7
NQ,13,60,4.0,4927,26280.0,5.333874568703065,-105.0,0.3373249441851025,0.2239942252810881,-10.328173374613003,1615,-19.704362801377727,1742,49.22611464968153,1570,77285.0,-216850.0,35075.0,4,7
NQ,13,60,6.0,4925,14745.0,2.9939086294416244,-100.0,0.4146192893401015,0.1823393881414799,-9.442379182156134,1614,-28.886337543053962,1742,51.18228170809433,1569,80305.0,-225920.0,29560.0,5,7
NQ,13,60,10.0,4924,-1810.0,-0.367587327376117,-25.0,0.4719740048740861,0.19886572872870295,-8.928128872366791,1614,-29.276278001148764,1741,40.51625239005736,1569,63570.0,-249360.0,37300.0,4,7
NQ,13,120,0.0,4912,85365.0,17.378868078175895,0.0,0.497557003257329,0.3849872113209984,-10.31385954008701,1609,-2.8620689655172415,1740,68.41970569417786,1563,106940.0,-282630.0,49905.0,6,7
NQ,13,120,2.0,4926,50430.0,10.237515225334958,-80.0,0.16504263093788063,0.22890467117978497,-11.93188854489164,1615,-9.75889781859931,1742,55.25812619502868,1569,86700.0,-239970.0,22100.0,6,7
NQ,13,120,4.0,4923,33150.0,6.733698964046313,-115.0,0.2923014422100345,0.2544697636084017,-13.593556381660472,1614,-11.501148105625717,1742,47.94192724952138,1567,75125.0,-280590.0,45505.0,6,7
NQ,13,120,6.0,4919,47695.0,9.696076438300468,-135.0,0.3767025818255743,0.2428075784720771,-12.003722084367245,1612,-17.12686567164179,1742,61.90415335463259,1565,96880.0,-280785.0,41360.0,6,7
NQ,13,120,10.0,4918,31775.0,6.4609597397315985,-45.0,0.46116307442049614,0.2589855664119723,-13.895781637717121,1612,-13.325674899483056,1741,49.4408945686901,1565,77375.0,-308705.0,48245.0,4,7
NQ,14,30,0.0,4936,-53050.0,-10.747568881685575,-10.0,0.4807536466774716,0.126205667883972,-8.487369069624153,1623,-23.14506880733945,1744,0.6947100063734863,1569,1090.0,-231845.0,65835.0,3,7
NQ,14,30,2.0,4938,-11470.0,-2.3228027541514784,-75.0,0.27014985824220333,0.13189419226464977,-12.4,1625,-18.25401376146789,1744,25.822179732313575,1569,40515.0,-175090.0,31485.0,3,7
NQ,14,30,4.0,4938,-10735.0,-2.17395706763872,-75.0,0.41271769947347103,0.1284761725001271,-11.947692307692307,1625,-20.037270642201836,1744,27.804333970681963,1569,43625.0,-182010.0,38705.0,4,7
NQ,14,30,6.0,4937,-16135.0,-3.2681790561069475,-25.0,0.46323678347174396,0.13885888135317181,-11.542487684729064,1624,-20.682339449541285,1744,24.652644996813258,1569,38680.0,-191510.0,36390.0,4,7
NQ,14,30,10.0,4937,-34230.0,-6.933360340287624,-10.0,0.48045371683208427,0.1130105782511487,-10.886699507389162,1624,-23.49770642201835,1744,15.5704270235819,1569,24430.0,-208505.0,57270.0,4,7
NQ,14,60,0.0,4933,122865.0,24.9067504561119,0.0,0.4994932090006082,0.36548131455633176,-9.919901417128774,1623,-19.51233505450373,1743,110.38608806636886,1567,172975.0,-140680.0,27520.0,5,7
NQ,14,60,2.0,4936,35750.0,7.242706645056726,-80.0,0.21859805510534847,0.19087567197675492,-12.473846153846154,1625,-17.67775229357798,1744,55.42437779195916,1567,86850.0,-187550.0,20980.0,5,7
NQ,14,60,4.0,4936,64005.0,12.966977309562399,-105.0,0.3658833063209076,0.24249581393801534,-11.993846153846153,1625,-18.58084862385321,1744,73.96298659859605,1567,115900.0,-182870.0,42270.0,5,7
NQ,14,60,6.0,4935,86175.0,17.462006079027354,-65.0,0.44275582573454914,0.2772273577477448,-12.044334975369457,1624,-21.52809633027523,1744,91.43586470963625,1567,143280.0,-167135.0,23805.0,6,7
NQ,14,60,10.0,4934,97055.0,19.670652614511553,-5.0,0.4908796108633968,0.31934327759698156,-11.25,1624,-21.990820424555363,1743,98.05679642629228,1567,153655.0,-160000.0,29930.0,5,7
NQ,14,120,0.0,4925,105920.0,21.506598984771575,0.0,0.4978680203045685,0.3680443609678356,-14.549382716049383,1620,0.373134328358209,1742,82.43122200895714,1563,128840.0,-258400.0,48505.0,4,7
NQ,14,120,2.0,4934,57230.0,11.599108228617755,-85.0,0.1789623023915687,0.21727597539431892,-14.766009852216749,1624,-11.227064220183486,1744,64.36143039591316,1566,100790.0,-235675.0,23530.0,4,7
NQ,14,120,4.0,4931,89190.0,18.08760900425877,-115.0,0.3194078280267694,0.29442265184660155,-14.063462723351817,1623,-9.383600917431192,1744,82.0843989769821,1564,128380.0,-239740.0,46430.0,6,7
NQ,14,120,6.0,4929,97735.0,19.82856563197403,-120.0,0.40008115236356256,0.2849588543762207,-15.403822441430332,1622,-12.448394495412844,1744,92.40563019833654,1563,144430.0,-238110.0,33085.0,4,7
NQ,14,120,10.0,4928,103875.0,21.078530844155843,-20.0,0.47564935064935066,0.34365964212558403,-17.595561035758323,1622,-5.748709122203098,1743,91.12923864363404,1563,142435.0,-244805.0,41490.0,6,7
YM,0,30,0.0,4772,-149310.0,-31.288767812238056,-20.0,0.4591366303436714,-0.4042491259740975,-22.0531561461794,1505,-19.708308780200355,1697,-52.65923566878981,1570,-82675.0,-174005.0,89975.0,1,7
YM,0,30,2.0,4777,-103710.0,-21.710278417416788,-55.0,0.1373246807619845,-0.16795094823951645,-21.213527851458885,1508,-20.59222156747201,1697,-23.393765903307887,1572,-36775.0,-114620.0,38615.0,1,7
YM,0,30,4.0,4776,-111275.0,-23.298785594639867,-75.0,0.2610971524288107,-0.09980186575098465,-19.99005305039788,1508,-16.370064820271068,1697,-33.95926161680458,1571,-53350.0,-142120.0,57855.0,1,7
YM,0,30,6.0,4775,-126620.0,-26.517277486910995,-75.0,0.3480628272251309,-0.1060264294390502,-19.346383543463837,1507,-13.874484384207426,1697,-47.05283259070656,1571,-73920.0,-163700.0,74115.0,1,7
YM,0,30,10.0,4775,-144415.0,-30.243979057591623,-50.0,0.4268062827225131,-0.27898354543063525,-24.95686794956868,1507,-15.008839127872717,1697,-51.772756206238064,1571,-81335.0,-172390.0,88865.0,1,7
YM,0,60,0.0,4765,-140890.0,-29.567681007345225,-20.0,0.4621196222455404,-0.3840889721135199,-18.20786142571619,1501,-20.85495283018868,1696,-49.86607142857143,1568,-78190.0,-202030.0,104235.0,2,7
YM,0,60,2.0,4777,-86800.0,-18.170399832530876,-55.0,0.11115763031191124,-0.11389566636660467,-19.28713527851459,1508,-18.889216263995287,1697,-16.323155216284988,1572,-25660.0,-125330.0,31610.0,2,7
YM,0,60,4.0,4776,-104650.0,-21.911641541038527,-85.0,0.20938023450586266,-0.09659025948672258,-20.775862068965516,1508,-16.652916912197995,1697,-28.682367918523234,1571,-45060.0,-160515.0,56155.0,2,7
YM,0,60,6.0,4774,-125675.0,-26.32488479262673,-105.0,0.2922077922077922,-0.10727277805387005,-17.244355909694555,1506,-14.882144961697113,1697,-47.3901973265436,1571,-74450.0,-193180.0,75500.0,1,7
YM,0,60,10.0,4774,-151855.0,-31.808755760368662,-115.0,0.3870967741935484,-0.34285982957040867,-24.166666666666668,1506,-19.198585739540366,1697,-52.75620623806493,1571,-82880.0,-205905.0,90355.0,1,7
YM,0,120,0.0,4753,-143525.0,-30.196717862402693,-15.0,0.4820113612455291,-0.5177782581981879,-18.782608695652176,1495,-22.410029498525073,1695,-49.55854126679463,1563,-77460.0,-236025.0,116560.0,3,7
YM,0,120,2.0,4777,-76120.0,-15.934687042076616,-55.0,0.0937827088130626,-0.07941012772804844,-16.65450928381963,1508,-17.283441367118446,1697,-13.788167938931299,1572,-21675.0,-139085.0,40075.0,3,7
YM,0,120,4.0,4774,-94530.0,-19.801005446166737,-95.0,0.17804775869291997,-0.02934557820965407,-17.56801592568016,1507,-15.226870948733058,1697,-26.888535031847134,1570,-42215.0,-181795.0,67435.0,3,7
YM,0,120,6.0,4772,-107630.0,-22.554484492875105,-105.0,0.25775356244761105,-0.016539501609818437,-14.46843853820598,1505,-11.476134354743666,1697,-42.28025477707006,1570,-66380.0,-212530.0,82655.0,3,7
YM,0,120,10.0,4769,-138960.0,-29.138184105682534,-115.0,0.3617110505347033,-0.26623507785660533,-23.28675981370592,1503,-17.498526812021215,1697,-47.33269598470363,1569,-74265.0,-228620.0,98275.0,3,7
YM,1,30,0.0,4780,-79640.0,-16.661087866108787,-7.5,0.4826359832635983,0.28292716809984136,-16.574074074074073,1512,-9.840989399293287,1698,-24.121019108280255,1570,-37870.0,-133615.0,50030.0,2,7
YM,1,30,2.0,4784,-68220.0,-14.260033444816054,-55.0,0.1628344481605351,0.1676753474880001,-14.171617161716172,1515,-11.183745583038869,1698,-17.670273711012094,1571,-27760.0,-108660.0,29805.0,1,7
YM,1,30,4.0,4784,-88290.0,-18.45526755852843,-75.0,0.27717391304347827,0.11298806480936129,-19.056105610561055,1515,-11.75206124852768,1698,-25.120942075111394,1571,-39465.0,-129735.0,43295.0,1,7
YM,1,30,6.0,4782,-99890.0,-20.88874947720619,-75.0,0.3601003764115433,0.07811802542857188,-21.249173826834106,1513,-10.797997644287397,1698,-31.448122215149585,1571,-49405.0,-144520.0,51310.0,1,7
YM,1,30,10.0,4781,-84775.0,-17.731646099142438,-35.0,0.4492783936414976,0.278430347554277,-18.387309980171842,1513,-5.656654888103652,1698,-30.159235668789808,1570,-47350.0,-143095.0,51000.0,1,7
YM,1,60,0.0,4772,-78490.0,-16.448030176026823,-5.0,0.4872170997485331,0.4479290845671512,-4.767750497677505,1507,-2.43959929286977,1697,-42.83482142857143,1568,-67165.0,-190795.0,83660.0,2,7
YM,1,60,2.0,4784,-74185.0,-15.506897993311037,-55.0,0.12876254180602006,0.18843827616108416,-12.96039603960396,1515,-11.725559481743227,1698,-22.049649904519413,1571,-34640.0,-128175.0,36435.0,1,7
YM,1,60,4.0,4784,-81645.0,-17.06626254180602,-85.0,0.2261705685618729,0.20131891456193443,-16.046204620462046,1515,-9.2962308598351,1698,-26.448122215149585,1571,-41550.0,-156335.0,44395.0,1,7
YM,1,60,6.0,4781,-103885.0,-21.72871784145576,-105.0,0.3064212507843547,0.10247676740848656,-18.16137566137566,1512,-9.381625441696112,1698,-38.50732017823043,1571,-60495.0,-181625.0,62130.0,0,7
YM,1,60,10.0,4778,-100525.0,-21.039137714524905,-90.0,0.41356215989953954,0.27236424822754757,-13.668874172185431,1510,-6.855123674911661,1698,-43.468152866242036,1570,-68245.0,-191485.0,70865.0,1,7
YM,1,120,0.0,4761,-70465.0,-14.800462087796681,0.0,0.4933837429111531,0.4217328474551652,-4.087882822902796,1502,0.2653301886792453,1696,-41.44273832373641,1563,-64775.0,-224455.0,85895.0,2,7
YM,1,120,2.0,4784,-67580.0,-14.126254180602007,-55.0,0.10576923076923077,0.23986475918238936,-11.32013201320132,1515,-8.08598351001178,1698,-23.360916613621896,1571,-36700.0,-143815.0,38750.0,1,7
YM,1,120,4.0,4783,-66035.0,-13.806188584570354,-95.0,0.19151160359606942,0.271404823315141,-13.147291941875826,1514,-6.678445229681979,1698,-22.145130490133674,1571,-34790.0,-173350.0,43805.0,1,7
YM,1,120,6.0,4779,-97425.0,-20.386064030131827,-105.0,0.2607240008369952,0.13751951585247799,-14.900662251655628,1510,-7.582449941107185,1698,-39.497135582431575,1571,-62050.0,-212930.0,64940.0,0,7
YM,1,120,10.0,4772,-95200.0,-19.949706621961443,-115.0,0.37720033528918695,0.26036670171802034,-11.277372262773723,1507,-5.409305064782097,1698,-44.04594767070836,1567,-69020.0,-223640.0,84335.0,1,7
YM,2,30,0.0,4781,-86740.0,-18.142647981593807,-10.0,0.4739594227149132,-0.0041719433592527135,-14.854593522802379,1513,-14.334511189634865,1698,-25.429936305732483,1570,-39925.0,-136575.0,45335.0,3,7
YM,2,30,2.0,4788,-72360.0,-15.112781954887218,-55.0,0.15601503759398497,0.04519006307959035,-15.606860158311346,1516,-12.107121836374338,1699,-17.88302606484425,1573,-28130.0,-108675.0,30625.0,1,7
YM,2,30,4.0,4786,-88900.0,-18.575010447137483,-75.0,0.2762223150856665,-0.011100229363301828,-16.41490765171504,1516,-11.204358068315665,1698,-28.619592875318066,1572,-44990.0,-134020.0,48545.0,0,7
YM,2,30,6.0,4784,-75000.0,-15.677257525083611,-75.0,0.3655936454849498,0.08532904779257154,-15.270448548812665,1516,-9.219670200235571,1698,-23.054140127388536,1570,-36195.0,-131150.0,41605.0,0,7
YM,2,30,10.0,4783,-83720.0,-17.50365879155342,-35.0,0.4444909052895672,0.07987014364873053,-14.445544554455445,1515,-9.882214369846878,1698,-28.697452229299362,1570,-45055.0,-141550.0,50370.0,0,7
YM,2,60,0.0,4773,-59495.0,-12.464906767232348,-10.0,0.48585795097423007,0.3065450265453229,-5.9880636604774535,1508,-4.319387153800825,1697,-27.509566326530614,1568,-43135.0,-165395.0,61780.0,2,7
YM,2,60,2.0,4788,-75560.0,-15.781119465329992,-55.0,0.12552213868003342,0.08358543046509644,-15.87401055408971,1516,-9.423190111830488,1699,-22.558804831532104,1573,-35485.0,-130670.0,38615.0,1,7
YM,2,60,4.0,4786,-85465.0,-17.857292101964063,-85.0,0.23025491015461763,0.07112323114425728,-14.168865435356201,1516,-8.094817432273263,1698,-31.959287531806616,1572,-50240.0,-163125.0,53935.0,0,7
YM,2,60,6.0,4784,-79870.0,-16.695234113712374,-105.0,0.31605351170568563,0.12224744648993788,-12.252638522427441,1516,-8.75736160188457,1698,-29.570063694267517,1570,-46425.0,-163385.0,51725.0,1,7
YM,2,60,10.0,4782,-88020.0,-18.406524466750312,-90.0,0.41886240066917607,0.13620974061803806,-10.733157199471599,1514,-9.163722025912838,1698,-35.802547770700635,1570,-56210.0,-178370.0,61750.0,1,7
YM,2,120,0.0,4762,-68100.0,-14.300713985720286,-5.0,0.49076018479630407,0.3413703119616834,0.6919494344644045,1503,2.01061320754717,1696,-46.4171465131158,1563,-72550.0,-227135.0,93565.0,2,7
YM,2,120,2.0,4788,-68130.0,-14.229323308270677,-55.0,0.1029657477025898,0.1439446398918887,-12.800131926121372,1516,-7.27781047675103,1699,-23.115066751430387,1573,-36360.0,-143800.0,40650.0,1,7
YM,2,120,4.0,4785,-77230.0,-16.140020898641588,-95.0,0.19184952978056427,0.13444643150384614,-11.724934036939313,1516,-3.5159010600706715,1698,-34.045194143857415,1571,-53485.0,-185695.0,57465.0,0,7
YM,2,120,6.0,4783,-70970.0,-14.83796780263433,-105.0,0.27095964875601086,0.17199692109769116,-8.591688654353563,1516,-3.716136631330978,1698,-32.909496494582534,1569,-51635.0,-194180.0,59685.0,0,7
YM,2,120,10.0,4779,-90980.0,-19.037455534630677,-115.0,0.37769407825905,0.12135221545647171,-9.26305353602115,1513,-3.6896348645465253,1698,-45.089285714285715,1568,-70700.0,-221420.0,84390.0,2,7
YM,3,30,0.0,4785,-62275.0,-13.014629049111807,-10.0,0.48025078369905955,0.32805898038641484,-6.546833773087071,1516,-10.367863449087698,1699,-22.12420382165605,1570,-34735.0,-128670.0,36965.0,2,7
YM,3,30,2.0,4791,-75785.0,-15.81820079315383,-55.0,0.16134418701732414,0.050091483541478285,-16.20473996050033,1519,-14.040612124779281,1699,-17.364907819453276,1573,-27315.0,-108415.0,29560.0,2,7
YM,3,30,4.0,4790,-60880.0,-12.709812108559499,-75.0,0.2954070981210856,0.2516041618440815,-9.61133069828722,1518,-7.772218952324897,1699,-21.03305785123967,1573,-33085.0,-123265.0,34600.0,2,7
YM,3,30,6.0,4788,-75290.0,-15.724728487886383,-75.0,0.37531328320802004,0.19898018886442512,-12.206851119894598,1518,-9.735138316656856,1699,-25.601527689369828,1571,-40220.0,-131850.0,41880.0,2,7
YM,3,30,10.0,4787,-57385.0,-11.987674952997702,-25.0,0.45665343639022354,0.3416144303394485,-12.826086956521738,1518,-6.571512654502649,1699,-17.038216560509554,1570,-26750.0,-120685.0,30300.0,3,7
YM,3,60,0.0,4777,-37965.0,-7.947456562696253,0.0,0.49152187565417627,0.5328494269226047,-0.22501654533421575,1511,-4.502355712603062,1698,-19.119897959183675,1568,-29980.0,-154395.0,49450.0,3,7
YM,3,60,2.0,4791,-71590.0,-14.942600709663953,-55.0,0.12961803381340012,0.10070918107318191,-14.967083607636603,1519,-11.13007651559741,1699,-19.0368722186904,1573,-29945.0,-128655.0,35440.0,2,7
YM,3,60,4.0,4790,-49475.0,-10.328810020876826,-85.0,0.25156576200417535,0.36918878109394737,-7.605401844532279,1518,-4.552678045909358,1699,-19.195804195804197,1573,-30195.0,-146275.0,34020.0,2,7
YM,3,60,6.0,4787,-68300.0,-14.267808648422811,-105.0,0.33256736996030917,0.27550293869591364,-10.583388266315096,1517,-8.254855797527958,1699,-24.32845321451305,1571,-38220.0,-157460.0,42435.0,2,7
YM,3,60,10.0,4784,-48010.0,-10.035535117056856,-65.0,0.43561872909698995,0.4230765953984628,-10.92079207920792,1515,-5.220718069452619,1699,-14.39171974522293,1570,-22595.0,-146880.0,34730.0,2,7
YM,3,120,0.0,4766,-38100.0,-7.994125052454889,0.0,0.49685270667226183,0.6060932173451545,2.4402390438247012,1506,1.01060695344726,1697,-27.82469609724888,1563,-43490.0,-198130.0,76690.0,1,7
YM,3,120,2.0,4791,-60200.0,-12.565226466290962,-55.0,0.10624086829471927,0.19679205550306306,-11.882817643186307,1519,-9.83225426721601,1699,-16.176096630642085,1573,-25445.0,-139200.0,30620.0,2,7
