instrument,minute,horizon,stop,trades,net_total,net_mean,net_median,win,candles_mean,mean_2006-2012,n_2006-2012,mean_2013-2019,n_2013-2019,mean_2020-2026,n_2020-2026,recent_total,recent_without_best_5pct,recent_max_dd,recent_years_positive,recent_years
ES,8,30,10.0,5035,-164000.0,-32.57199602780536,-17.5,0.45561072492552135,0.18419739329336915,-21.176470588235293,1717,-23.107142857142858,1750,-55.613839285714285,1568,-87202.5,-203875.0,92815.0,0,7
ES,8,60,0.0,5031,-124967.5,-24.839495130192805,-17.5,0.47565096402305707,0.31515667523505864,-16.325845974329056,1714,-18.936535162950257,1749,-40.73022959183673,1568,-63865.0,-220537.5,67900.0,2,7
ES,8,60,2.0,5041,-210630.0,-41.78337631422337,-92.5,0.1700059512001587,-0.10482464510256996,-31.432518906340896,1719,-32.498572244431756,1751,-63.45798854232972,1571,-99692.5,-210365.0,100005.0,0,7
ES,8,60,4.0,5035,-172762.5,-34.31231380337636,-130.0,0.3080436941410129,0.024246743263395747,-31.7263986013986,1716,-29.535714285714285,1750,-42.468132568514974,1569,-66632.5,-216492.5,77807.5,3,7
ES,8,60,6.0,5033,-152765.0,-30.352672362408107,-105.0,0.3938009139678124,0.10813767519620432,-25.91598599766628,1714,-29.178571428571427,1750,-36.50892288081581,1569,-57282.5,-213142.5,68160.0,1,7
ES,8,60,10.0,5031,-152192.5,-30.250944146292984,-30.0,0.46074339097594913,0.17852518821472743,-21.62777129521587,1714,-27.54145225843339,1749,-42.699298469387756,1568,-66952.5,-223625.0,71302.5,2,7
ES,8,120,0.0,5023,-58877.5,-11.721580728648219,-5.0,0.490145331475214,0.4549516858026684,-12.23568925233645,1712,-4.363558352402746,1748,-19.387396033269354,1563,-30302.5,-237350.0,58860.0,3,7
ES,8,120,2.0,5040,-204525.0,-40.580357142857146,-105.0,0.1390873015873016,-0.06209001800490304,-30.152705061082024,1719,-30.228440890919476,1751,-63.54299363057325,1570,-99762.5,-233635.0,99762.5,1,7
ES,8,120,4.0,5032,-141597.5,-28.139407790143085,-130.0,0.2664944356120827,0.1383050571605317,-31.653554778554778,1716,-22.37142857142857,1750,-30.73435504469987,1566,-48130.0,-234565.0,62305.0,3,7
ES,8,120,6.0,5030,-97987.5,-19.480616302186878,-180.0,0.35825049701789263,0.2587293821307125,-27.14848308051342,1714,-20.257142857142856,1750,-10.220306513409962,1566,-16005.0,-220152.5,37415.0,3,7
ES,8,120,10.0,5025,-103887.5,-20.67412935323383,-55.0,0.4463681592039801,0.2706666134937144,-23.191768826619963,1713,-18.700686106346485,1749,-20.123160588611643,1563,-31452.5,-238200.0,45780.0,3,7
ES,9,30,0.0,5036,-147467.5,-29.282664813343924,-17.5,0.46525019857029387,0.24688379680901346,-16.20488940628638,1718,-23.3,1750,-50.28858418367347,1568,-78852.5,-197125.0,90172.5,2,7
ES,9,30,2.0,5040,-173837.5,-34.49156746031746,-80.0,0.22321428571428573,-0.02966811058717137,-25.835755813953487,1720,-31.564285714285713,1750,-47.23726114649681,1570,-74162.5,-176235.0,75725.0,1,7
ES,9,30,4.0,5038,-149940.0,-29.761810242159587,-130.0,0.36740770146883683,0.08394470766869688,-23.266433973240257,1719,-29.385714285714286,1750,-37.29764181007011,1569,-58520.0,-173905.0,67990.0,3,7
ES,9,30,6.0,5036,-145217.5,-28.835881652104845,-42.5,0.4308975377283558,0.16256352129890927,-21.661816065192085,1718,-25.064285714285713,1750,-40.90561224489796,1568,-64140.0,-182312.5,72737.5,2,7
ES,9,30,10.0,5036,-158167.5,-31.407366957903097,-17.5,0.4614773629864972,0.1859299979714589,-19.297147846332944,1718,-24.542857142857144,1750,-52.33737244897959,1568,-82065.0,-200337.5,90785.0,2,7
ES,9,60,0.0,5032,-109222.5,-21.70558426073132,-17.5,0.47396661367249604,0.39016932227232826,-11.74927113702624,1715,-20.523156089193826,1749,-33.91422193877551,1568,-53177.5,-210787.5,65537.5,3,7
ES,9,60,2.0,5040,-187275.0,-37.157738095238095,-105.0,0.17936507936507937,-0.02331108911736536,-26.51889534883721,1720,-31.985714285714284,1750,-54.57802547770701,1570,-85687.5,-207135.0,85847.5,0,7
ES,9,60,4.0,5038,-141540.0,-28.094481937276697,-130.0,0.32473203652242955,0.1632586394630612,-21.18673647469459,1719,-29.071428571428573,1750,-34.5729764181007,1569,-54245.0,-202967.5,68892.5,3,7
ES,9,60,6.0,5034,-114832.5,-22.811382598331345,-105.0,0.40782677791021055,0.2485985367502515,-19.932983682983682,1716,-27.77857142857143,1750,-20.417729591836736,1568,-32015.0,-189387.5,52465.0,4,7
ES,9,60,10.0,5032,-138810.0,-27.585453100158983,-30.0,0.46144674085850557,0.2563403939459571,-17.747813411078717,1715,-27.18410520297313,1749,-38.793048469387756,1568,-60827.5,-218437.5,70937.5,2,7
ES,9,120,0.0,5024,-86332.5,-17.184016719745223,-5.0,0.4896496815286624,0.4355682796341952,-7.313193228254525,1713,-10.706521739130435,1748,-35.24632117722329,1563,-55090.0,-259025.0,64477.5,3,7
ES,9,120,2.0,5039,-172657.5,-34.264238936296884,-105.0,0.14903750744195277,0.0309561664985264,-23.313953488372093,1720,-30.34285714285714,1750,-50.6421287444232,1569,-79457.5,-223730.0,82352.5,1,7
ES,9,120,4.0,5036,-111717.5,-22.183776806989673,-130.0,0.2801826846703733,0.25034127537806167,-22.17568353694008,1719,-23.007142857142856,1750,-21.273133375877475,1567,-33335.0,-225282.5,56507.5,2,7
ES,9,120,6.0,5030,-74350.0,-14.78131212723658,-180.0,0.37037773359840953,0.34378972526020646,-21.958041958041957,1716,-19.229559748427672,1749,-1.9408945686900958,1565,-3037.5,-204322.5,36267.5,4,7
ES,9,120,10.0,5026,-96667.5,-19.23348587345802,-55.0,0.4556307202546757,0.3463817354308857,-19.935822637106185,1714,-20.0100114416476,1748,-17.595907928388748,1564,-27520.0,-231455.0,50057.5,3,7
ES,10,30,0.0,5035,-173262.5,-34.4116186693148,-30.0,0.45243296921549153,0.11672405861270317,-23.06930693069307,1717,-27.82857142857143,1750,-54.17889030612245,1568,-84952.5,-203012.5,88405.0,1,7
ES,10,30,2.0,5042,-197797.5,-39.22996826656089,-92.5,0.2227290757635859,-0.09505593310868113,-27.22545031958164,1721,-36.36778983438035,1751,-55.5812101910828,1570,-87262.5,-185672.5,88847.5,0,7
ES,10,30,4.0,5038,-172090.0,-34.15839618896388,-130.0,0.36581976974990077,-0.009706391457527754,-27.92757417102967,1719,-35.61821816105083,1751,-39.359056122448976,1568,-61715.0,-177775.0,64537.5,1,7
ES,10,30,6.0,5035,-173325.0,-34.4240317775571,-42.5,0.42323733862959284,0.04615757745820383,-26.46913220733838,1717,-33.32142857142857,1750,-44.36543367346939,1568,-69565.0,-186987.5,72367.5,1,7
ES,10,30,10.0,5035,-180800.0,-35.908639523336646,-30.0,0.4510427010923535,0.08469370446237325,-24.306930693069308,1717,-30.735714285714284,1750,-54.386160714285715,1568,-85277.5,-203337.5,87842.5,1,7
ES,10,60,0.0,5032,-164035.0,-32.59837042925278,-30.0,0.46522257551669316,0.16203592567921274,-26.29008746355685,1715,-28.163236134934248,1749,-44.44515306122449,1568,-69690.0,-226487.5,73237.5,1,7
ES,10,60,2.0,5042,-201472.5,-39.95884569615232,-105.0,0.1808806029353431,-0.08036564593963821,-28.554619407321326,1721,-38.302398629354656,1751,-54.30732484076433,1570,-85262.5,-208897.5,88730.0,0,7
ES,10,60,4.0,5037,-183185.0,-36.36787770498312,-130.0,0.3242009132420091,0.0013877506634040766,-30.451105937136205,1718,-40.05853797829811,1751,-38.729272959183675,1568,-60727.5,-209800.0,67182.5,1,7
ES,10,60,6.0,5033,-169665.0,-33.710510629843036,-105.0,0.4049274786409696,0.0395944757016866,-33.57142857142857,1715,-38.08571428571429,1750,-28.979591836734695,1568,-45440.0,-200112.5,49340.0,1,7
ES,10,60,10.0,5032,-191460.0,-38.048489666136724,-30.0,0.4546899841017488,0.051483662363683805,-30.21137026239067,1715,-36.010577472841625,1749,-48.89349489795919,1568,-76665.0,-233462.5,79490.0,2,7
ES,10,120,0.0,5024,-116457.5,-23.180234872611464,-17.5,0.48487261146496813,0.30798897446209184,-21.27991827203736,1713,-12.000858123569794,1748,-37.76551503518874,1563,-59027.5,-257750.0,72230.0,1,7
ES,10,120,2.0,5041,-182130.0,-36.12973616345963,-105.0,0.15076373735369966,-0.005290731559633468,-25.366066240557814,1721,-33.96202170188464,1751,-50.355321861058,1569,-79007.5,-222442.5,87000.0,1,7
ES,10,120,4.0,5034,-151220.0,-30.039729837107668,-130.0,0.28128724672228844,0.09918475918697688,-30.6260920209668,1717,-33.96202170188464,1751,-25.01117496807152,1566,-39167.5,-227190.0,50407.5,2,7
ES,10,120,6.0,5029,-132820.0,-26.410817259892625,-180.0,0.3724398488765162,0.1476076781074859,-35.13418903150525,1714,-29.357142857142858,1750,-13.562300319488818,1565,-21225.0,-213810.0,42702.5,1,7
ES,10,120,10.0,5024,-144632.5,-28.78831608280255,-55.0,0.4502388535031847,0.15830618821598855,-32.40075890251022,1713,-25.409038901601832,1748,-28.608445297504797,1563,-44715.0,-243437.5,51222.5,1,7
ES,11,30,0.0,5038,-191877.5,-38.086046050019846,-30.0,0.44541484716157204,0.06064237555130054,-26.653084982537834,1718,-32.19035388127854,1752,-57.20025510204081,1568,-89690.0,-206112.5,92742.5,1,7
ES,11,30,2.0,5046,-194642.5,-38.57362267142291,-105.0,0.22473246135552913,-0.14476961005923442,-33.859547301218804,1723,-38.635196805476326,1753,-43.67834394904459,1570,-68575.0,-172135.0,68865.0,1,7
ES,11,30,4.0,5041,-194380.0,-38.559809561594925,-130.0,0.3648085697282285,-0.07666065237981373,-31.520663562281722,1718,-39.91158014831717,1753,-44.753184713375795,1570,-70262.5,-184147.5,72930.0,0,7
ES,11,30,6.0,5038,-182752.5,-36.274811433108376,-55.0,0.4223898372369988,0.0011397946468465743,-31.04045401629802,1718,-35.61501141552512,1752,-42.74713010204081,1568,-67027.5,-183450.0,69272.5,2,7
ES,11,30,10.0,5038,-196840.0,-39.07105994442239,-30.0,0.44481937276697103,0.018688499487781483,-29.257857974388823,1718,-34.794520547945204,1752,-54.60140306122449,1568,-85615.0,-202037.5,88237.5,1,7
ES,11,60,0.0,5035,-150612.5,-29.913108242303874,-30.0,0.47030784508440915,0.1908258423963356,-25.21416083916084,1716,-30.007138777841234,1751,-34.95057397959184,1568,-54802.5,-212775.0,60962.5,1,7
ES,11,60,2.0,5046,-201080.0,-39.84938565200159,-105.0,0.18311533888228299,-0.14392537806229908,-34.48345908299478,1723,-40.38220193953223,1753,-45.14331210191083,1570,-70875.0,-198422.5,73540.0,1,7
ES,11,60,4.0,5040,-185262.5,-36.75843253968254,-130.0,0.33115079365079364,-0.04528050771679196,-32.27140361094933,1717,-43.2843696520251,1753,-34.37898089171974,1570,-53975.0,-203097.5,65712.5,2,7
ES,11,60,6.0,5036,-159605.0,-31.692811755361397,-105.0,0.4126290706910246,0.04459359568090035,-34.23951048951049,1716,-39.46061643835616,1752,-20.226403061224488,1568,-31715.0,-189637.5,47880.0,2,7
ES,11,60,10.0,5035,-169562.5,-33.676762661370404,-30.0,0.4621648460774578,0.07489707914305992,-31.260198135198134,1716,-35.9109080525414,1751,-33.826530612244895,1568,-53040.0,-211012.5,56065.0,2,7
ES,11,120,0.0,5027,-107185.0,-21.32186194549433,-5.0,0.48995424706584445,0.32012772844994436,-21.868436406067676,1714,-15.45,1750,-27.296865003198977,1563,-42665.0,-245100.0,83047.5,2,7
ES,11,120,2.0,5043,-185152.5,-36.71475312314099,-105.0,0.15169541939321832,-0.051149291161115516,-32.78745644599303,1722,-35.96120935539076,1753,-41.87021683673469,1568,-65652.5,-215100.0,72665.0,2,7
ES,11,120,4.0,5037,-156997.5,-31.168850506253722,-130.0,0.2896565415922176,0.05228901005767036,-31.172785547785548,1716,-36.588705077010836,1753,-25.105229591836736,1568,-39365.0,-223725.0,58480.0,3,7
ES,11,120,6.0,5032,-124360.0,-24.71383147853736,-180.0,0.3815580286168522,0.13175338884679014,-34.77405247813411,1715,-32.37585616438356,1752,-5.111821086261981,1565,-8000.0,-208197.5,50305.0,3,7
ES,11,120,10.0,5029,-138507.5,-27.54175780473255,-42.5,0.46172201232849475,0.155222183952529,-35.466472303207,1715,-26.064285714285713,1750,-20.505115089514067,1564,-32070.0,-234505.0,61525.0,1,7
ES,12,30,0.0,5038,-154715.0,-30.709606986899562,-30.0,0.44184200079396585,0.06919850585779355,-30.072759022118742,1718,-33.781392694063925,1752,-27.975127551020407,1568,-43865.0,-165500.0,58585.0,3,7
ES,12,30,2.0,5044,-143582.5,-28.465999206978587,-105.0,0.24127676447264076,-0.03126199695521362,-33.558977338756534,1721,-34.763262977752426,1753,-15.851910828025478,1570,-24887.5,-135785.0,30190.0,3,7
ES,12,30,4.0,5043,-157402.5,-31.212076145151695,-117.5,0.3716042038469165,-0.04248228074202729,-34.38226744186046,1720,-39.348260125499145,1753,-18.654458598726116,1570,-29287.5,-149522.5,45367.5,3,7
ES,12,30,6.0,5039,-162157.5,-32.180492161143086,-42.5,0.42250446517166107,-0.010914600519201569,-33.7521815008726,1719,-37.43436073059361,1752,-24.587053571428573,1568,-38552.5,-158975.0,50390.0,3,7
ES,12,30,10.0,5039,-162195.0,-32.18793411391149,-30.0,0.44076205596348483,0.005564903435189115,-32.68324607329843,1719,-37.50570776255708,1752,-25.703125,1568,-40302.5,-161937.5,53185.0,3,7
ES,12,60,0.0,5035,-96837.5,-19.23286991062562,-17.5,0.4699106256206554,0.2440225920436041,-28.776223776223777,1716,-31.292118789263277,1751,4.677933673469388,1568,7335.0,-155100.0,44537.5,3,7
ES,12,60,2.0,5044,-143370.0,-28.4238699444885,-105.0,0.20182394924662966,-0.008164336529719863,-33.52992446252179,1721,-36.57444381061038,1753,-13.726114649681529,1570,-21550.0,-161885.0,34450.0,3,7
ES,12,60,4.0,5042,-150772.5,-29.90331217770726,-130.0,0.33994446648155496,-0.005318505609091391,-36.41361256544503,1719,-41.80832857957787,1753,-9.48248407643312,1570,-14887.5,-170897.5,49312.5,3,7
ES,12,60,6.0,5038,-142302.5,-28.245831679237792,-80.0,0.41782453354505755,0.05653624164307606,-34.11816065192084,1718,-39.68892694063927,1752,-9.025829081632653,1568,-14152.5,-174587.5,46315.0,3,7
ES,12,60,10.0,5036,-120905.0,-24.008141382049246,-30.0,0.4634630659253376,0.1377946786110646,-30.91001747233547,1717,-37.95973729297544,1751,-0.8705357142857143,1568,-1365.0,-163800.0,43602.5,3,7
ES,12,120,0.0,5027,-24222.5,-4.818480206882833,-17.5,0.4871692858563756,0.4192817716629357,-25.193990665110853,1714,-15.05,1750,28.981126039667306,1563,45297.5,-168937.5,55152.5,3,7
ES,12,120,2.0,5042,-137972.5,-27.36463704879016,-105.0,0.16580721935739787,0.04107194324278543,-32.556653108657756,1721,-32.731032515687396,1753,-15.666454081632653,1568,-24565.0,-189325.0,41622.5,3,7
ES,12,120,4.0,5039,-113632.5,-22.550605278825163,-155.0,0.2994641794006747,0.09573663566997631,-35.915308498253786,1718,-35.90416428978893,1753,7.021683673469388,1568,11010.0,-187312.5,38827.5,4,7
ES,12,120,6.0,5034,-100245.0,-19.91358760429082,-180.0,0.38498212157330153,0.14804168902508263,-37.01077460687245,1717,-29.414954337899545,1752,9.480830670926517,1565,14837.5,-194372.5,40197.5,3,7
ES,12,120,10.0,5030,-60112.5,-11.95079522862823,-42.5,0.4636182902584493,0.2627486407356906,-33.92628205128205,1716,-25.507142857142856,1750,27.328964194373402,1564,42742.5,-171492.5,35130.0,5,7
ES,13,30,0.0,5039,-148220.0,-29.414566382218695,-30.0,0.4425481246279024,0.07407044183888874,-24.931646305991855,1719,-42.607020547945204,1752,-19.588647959183675,1568,-30715.0,-153337.5,66907.5,3,7
ES,13,30,2.0,5046,-155767.5,-30.869500594530322,-105.0,0.2506936187078874,-0.034399247114572144,-27.119849100406267,1723,-41.87250427837992,1753,-22.69904458598726,1570,-35637.5,-147647.5,40147.5,2,7
ES,13,30,4.0,5043,-155352.5,-30.805572080111045,-92.5,0.38112234780884396,-0.011932956116007419,-29.745639534883722,1720,-43.17027952082145,1753,-18.160828025477706,1570,-28512.5,-148610.0,43942.5,2,7
ES,13,30,6.0,5040,-140925.0,-27.961309523809526,-30.0,0.42797619047619045,0.021195977992883943,-28.968023255813954,1720,-43.89126712328767,1752,-9.057716836734693,1568,-14202.5,-136825.0,50555.0,3,7
ES,13,30,10.0,5040,-150537.5,-29.86855158730159,-30.0,0.44186507936507935,0.04473824164928307,-27.209302325581394,1720,-43.02796803652968,1752,-18.081951530612244,1568,-28352.5,-150975.0,62432.5,3,7
ES,13,60,0.0,5035,-89125.0,-17.701092353525322,-17.5,0.47706057596822243,0.2273901582203798,-22.23209085614444,1717,-39.551684751570534,1751,11.67996171027441,1567,18302.5,-143407.5,60247.5,3,7
ES,13,60,2.0,5045,-160137.5,-31.741823587710606,-105.0,0.2093161546085233,-0.030316916930340214,-26.922183507549363,1722,-43.87621220764404,1753,-23.479299363057326,1570,-36862.5,-174860.0,42060.0,4,7
ES,13,60,4.0,5042,-147410.0,-29.236414121380406,-130.0,0.3591828639428798,0.029766349715630844,-29.527341477603258,1719,-45.88705077010839,1753,-10.32643312101911,1570,-16212.5,-169472.5,45752.5,3,7
ES,13,60,6.0,5039,-116420.0,-23.10379043461004,-67.5,0.43203016471522127,0.08216253170119893,-27.549447353112274,1719,-46.680936073059364,1752,8.113839285714286,1568,12722.5,-147637.5,49602.5,4,7
ES,13,60,10.0,5037,-100497.5,-19.951856263649,-17.5,0.47329759777645425,0.1833822183575019,-24.0046565774156,1718,-40.472587093089665,1751,7.404336734693878,1568,11610.0,-150100.0,60077.5,2,7
ES,13,120,0.0,5028,-46302.5,-9.20892999204455,-17.5,0.48269689737470167,0.28775699608171385,-25.131195335276967,1715,-26.928571428571427,1750,28.101407549584135,1563,43922.5,-166887.5,59760.0,3,7
ES,13,120,2.0,5042,-144285.0,-28.616620388734628,-105.0,0.171360571201904,0.033185025684960054,-25.85270191748983,1721,-39.77609811751284,1753,-19.174107142857142,1568,-30065.0,-197312.5,48300.0,3,7
ES,13,120,4.0,5038,-126415.0,-25.09229853116316,-155.0,0.31222707423580787,0.08225179297539366,-32.873981373690334,1718,-39.747575584711925,1753,-0.16592214422463306,1567,-260.0,-191707.5,42702.5,3,7
ES,13,120,6.0,5035,-80337.5,-15.955809334657399,-180.0,0.3978152929493545,0.14569265284174895,-32.56111757857975,1718,-37.990867579908674,1752,26.940894568690094,1565,42162.5,-163235.0,39930.0,2,7
ES,13,120,10.0,5031,-46692.5,-9.280958060027828,-30.0,0.468097793679189,0.252440935034184,-31.674432149097264,1717,-30.25,1750,38.765984654731454,1564,60630.0,-150180.0,42597.5,4,7
ES,14,30,0.0,5041,-145117.5,-28.787442967665147,-30.0,0.4423725451299345,0.0935540055574923,-26.21586287042417,1721,-39.032534246575345,1752,-20.162627551020407,1568,-31615.0,-151387.5,59815.0,3,7
ES,14,30,2.0,5046,-148617.5,-29.45253666270313,-105.0,0.26377328577090764,-0.006238040497364292,-30.616299303944317,1724,-36.15724885844749,1752,-20.69267515923567,1570,-32487.5,-143097.5,36787.5,3,7
ES,14,30,4.0,5042,-130235.0,-25.830027766759223,-80.0,0.3944863149543832,0.029033009569001695,-31.771196283391404,1722,-38.14783105022831,1752,-5.542091836734694,1568,-8690.0,-126800.0,30867.5,3,7
ES,14,30,6.0,5042,-129347.5,-25.654006346687822,-30.0,0.4349464498214994,0.07522905103893417,-27.713414634146343,1722,-39.14668949771689,1752,-8.316326530612244,1568,-13040.0,-132812.5,38692.5,3,7
ES,14,30,10.0,5041,-144817.5,-28.72793096607816,-30.0,0.44217417179131124,0.06638169128780468,-28.445671121441023,1721,-39.18949771689498,1752,-17.348533163265305,1568,-27202.5,-146975.0,52815.0,3,7
ES,14,60,0.0,5038,-74090.0,-14.706232631996825,-17.5,0.4779674473997618,0.19376678499463923,-27.390988372093023,1720,-34.99000571102227,1751,21.882578174856413,1567,34290.0,-128907.5,51695.0,5,7
ES,14,60,2.0,5045,-140875.0,-27.92368681863231,-105.0,0.22556987115956392,0.011488455416172279,-29.731572838073127,1723,-37.76255707762557,1752,-14.960191082802547,1570,-23487.5,-164097.5,33312.5,3,7
ES,14,60,4.0,5041,-110042.5,-21.829498115453283,-130.0,0.37373536996627654,0.0713989108162701,-32.66560139453806,1721,-41.25856164383562,1752,11.77295918367347,1568,18460.0,-141812.5,33580.0,5,7
ES,14,60,6.0,5041,-95630.0,-18.97044237254513,-55.0,0.44415790517754417,0.1282928425500358,-28.409355026147587,1721,-39.8601598173516,1752,14.730548469387756,1568,23097.5,-139525.0,41980.0,6,7
ES,14,60,10.0,5039,-86632.5,-17.192399285572534,-17.5,0.4758880730303632,0.15711709204061747,-27.02761627906977,1720,-38.45231296402056,1751,17.337372448979593,1568,27185.0,-136012.5,53480.0,5,7
ES,14,120,0.0,5031,-70680.0,-14.048896839594514,-17.5,0.4796263168356192,0.20550213998117306,-28.65395809080326,1718,-22.085714285714285,1750,11.002879078694818,1563,17197.5,-193725.0,72170.0,3,7
ES,14,120,2.0,5041,-115042.5,-22.82136480856973,-105.0,0.18349533822654235,0.06549814656277769,-29.804006968641115,1722,-33.8384703196347,1752,-2.830248883216337,1567,-4435.0,-181995.0,36322.5,4,7
ES,14,120,4.0,5037,-90785.0,-18.023625173714514,-155.0,0.3240023823704586,0.10009294563739668,-35.61046511627907,1720,-36.221461187214615,1752,21.677316293929714,1565,33925.0,-169260.0,30717.5,4,7
ES,14,120,6.0,5036,-80580.0,-16.000794281175537,-142.5,0.409054805401112,0.15225051239015025,-33.03779069767442,1720,-33.36044520547945,1752,22.18190537084399,1564,34692.5,-173830.0,40195.0,5,7
ES,14,120,10.0,5033,-62302.5,-12.378799920524537,-30.0,0.46870653685674546,0.19911703102876438,-33.22134962187318,1719,-28.164285714285715,1750,28.192135549872123,1564,44092.5,-166830.0,51950.0,4,7
NQ,0,30,0.0,4858,-96075.0,-19.776657060518733,-15.0,0.47015232606010704,-0.09053069958199625,-10.206318504190845,1551,-22.9228998849252,1738,-25.752071383046527,1569,-40405.0,-291965.0,74975.0,5,7
NQ,0,30,2.0,4863,-86160.0,-17.717458359037632,-55.0,0.13366234834464322,0.04455044477674784,-12.734877734877735,1554,-12.206559263521289,1738,-28.74283895607893,1571,-45155.0,-248610.0,56740.0,2,7
NQ,0,30,4.0,4860,-88005.0,-18.108024691358025,-75.0,0.2508230452674897,0.0676415824955027,-13.450386597938145,1552,-16.96777905638665,1738,-23.97452229299363,1570,-37640.0,-271295.0,61585.0,1,7
NQ,0,30,6.0,4859,-103805.0,-21.363449269396995,-100.0,0.337312204157234,0.038361246091432266,-11.131528046421664,1551,-16.812428078250864,1738,-36.50955414012739,1570,-57320.0,-300800.0,72740.0,2,7
NQ,0,30,10.0,4859,-92385.0,-19.013171434451532,-65.0,0.42621938670508336,0.01917616561497579,-12.575757575757576,1551,-16.57077100115075,1738,-28.076433121019107,1570,-44080.0,-293925.0,67785.0,2,7
NQ,0,60,0.0,4853,4280.0,0.8819287038944983,-10.0,0.4846486709252009,0.27413557555357837,-1.6742081447963801,1547,-15.080598733448474,1737,21.07393244104525,1569,33065.0,-299105.0,49285.0,6,7
NQ,0,60,2.0,4863,-47775.0,-9.824182603331277,-55.0,0.11022002878881348,0.1666321486061889,-10.637065637065637,1554,-9.997123130034522,1738,-8.828771483131764,1571,-13870.0,-260320.0,38150.0,2,7
NQ,0,60,4.0,4860,-34040.0,-7.004115226337449,-85.0,0.2051440329218107,0.22709062877307656,-9.774484536082474,1552,-14.05638665132336,1738,3.5414012738853504,1570,5560.0,-293295.0,43905.0,2,7
NQ,0,60,6.0,4857,-55015.0,-11.326950792670372,-105.0,0.28474366893143915,0.22200241510326724,-6.232258064516129,1550,-13.560736902705814,1737,-13.885350318471337,1570,-21800.0,-338250.0,55805.0,3,7
NQ,0,60,10.0,4856,-31945.0,-6.578459637561779,-115.0,0.39435749588138386,0.3076377688648586,-8.266623628147192,1549,-11.540011514104778,1737,0.5764331210191083,1570,905.0,-325595.0,62055.0,3,7
NQ,0,120,0.0,4844,150750.0,31.120974401321224,0.0,0.49401321222130473,0.49480697305318483,-3.226537216828479,1545,-6.442972350230415,1736,106.79462571976967,1563,166920.0,-258725.0,52295.0,6,7
NQ,0,120,2.0,4863,12280.0,2.5251902118034137,-55.0,0.09479745013366235,0.3511162756019223,-7.612612612612613,1554,-3.3803222094361334,1738,19.08656906429026,1571,29985.0,-268475.0,25435.0,5,7
NQ,0,120,4.0,4860,44555.0,9.16769547325103,-95.0,0.17757201646090534,0.4188275881681883,-7.003865979381444,1552,-7.609321058688147,1738,43.72611464968153,1570,68650.0,-299750.0,31545.0,5,7
NQ,0,120,6.0,4856,32720.0,6.7380560131795715,-105.0,0.24835255354200989,0.41575189419099473,-2.921239509360878,1549,-8.86873920552677,1737,33.53503184713376,1570,52650.0,-339250.0,44465.0,4,7
NQ,0,120,10.0,4854,79930.0,16.466831479192418,-115.0,0.3582612278533169,0.5598953359191302,-5.080749354005168,1548,-4.631548647092688,1737,61.083492670490756,1569,95840.0,-321100.0,50180.0,4,7
NQ,1,30,0.0,4865,15565.0,3.199383350462487,0.0,0.4943473792394656,0.6225956297873371,-2.0745022479126525,1557,-7.550316273720529,1739,20.347355003186742,1569,31925.0,-220555.0,43970.0,5,7
NQ,1,30,2.0,4870,-50850.0,-10.441478439425051,-55.0,0.15256673511293634,0.23412284845255932,-11.51923076923077,1560,-9.930994824611846,1739,-9.936346276257161,1571,-15610.0,-217925.0,44170.0,2,7
NQ,1,30,4.0,4869,-78480.0,-16.11829944547135,-75.0,0.2665845142739782,0.28229066114010576,-12.450288646568312,1559,-7.426682001150087,1739,-29.37937619350732,1571,-46155.0,-276395.0,92795.0,2,7
NQ,1,30,6.0,4868,-58020.0,-11.918652423993427,-90.0,0.34880854560394414,0.27859301984014967,-11.293324775353017,1558,-12.061529614721104,1739,-12.380649267982177,1571,-19450.0,-262450.0,77065.0,2,7
NQ,1,30,10.0,4867,-23640.0,-4.857201561536881,-55.0,0.442572426546127,0.4024647535040811,-8.619139370584458,1557,-11.147211040828061,1739,5.83386378103119,1571,9165.0,-240885.0,66315.0,4,7
NQ,1,60,0.0,4860,67765.0,13.943415637860083,0.0,0.49588477366255146,0.8258777141988716,1.54539600772698,1553,5.276179516685846,1738,35.81580624601657,1569,56195.0,-270115.0,45565.0,4,7
NQ,1,60,2.0,4870,-2305.0,-0.473305954825462,-55.0,0.12340862422997946,0.35318518302713503,-10.349358974358974,1560,-5.451408855664175,1739,14.844048376830045,1571,23320.0,-224940.0,20645.0,3,7
NQ,1,60,4.0,4869,-13360.0,-2.7438899157937975,-85.0,0.22016841240501128,0.4589354149747198,-11.32456703014753,1559,-0.3392754456584244,1739,3.109484404837683,1571,4885.0,-290775.0,62010.0,2,7
NQ,1,60,6.0,4868,-16455.0,-3.3802382908792112,-105.0,0.29889071487263763,0.4349889677723517,-9.017971758664956,1558,-6.995399654974123,1739,6.212603437301082,1571,9760.0,-305555.0,53880.0,2,7
NQ,1,60,10.0,4863,10885.0,2.2383302488176025,-115.0,0.40695044211392145,0.553670848947018,-7.113899613899614,1554,-4.953970080552359,1738,19.446212603437303,1571,30550.0,-294645.0,48390.0,4,7
NQ,1,120,0.0,4851,184070.0,37.94475365903937,10.0,0.5062873634302206,1.017295824246901,2.5338491295938104,1551,13.554979850316638,1737,100.18873960332694,1563,156595.0,-258720.0,48070.0,7,7
