door,ts,day,year,side,entry,exit,outcome,minutes,candle,gross,net,holdout
utro_0933,1629120780000000000,2021-08-16 00:00:00-04:00,2021,1.0,15098.25,15062.83,1,18,2.75,-708.4000000000015,-723.4000000000015,False
utro_0933,1629207180000000000,2021-08-17 00:00:00-04:00,2021,-1.0,14985.25,14991.0,2,120,5.875,-115.0,-130.0,False
utro_0933,1629293580000000000,2021-08-18 00:00:00-04:00,2021,1.0,14996.0,14972.5,2,120,4.25,-470.0,-485.0,False
utro_0933,1629379980000000000,2021-08-19 00:00:00-04:00,2021,1.0,14810.25,14925.5,2,120,5.125,2305.0,2290.0,False
utro_0933,1629466380000000000,2021-08-20 00:00:00-04:00,2021,1.0,14984.5,15053.75,2,120,5.625,1385.0,1370.0,False
utro_0933,1629725580000000000,2021-08-23 00:00:00-04:00,2021,1.0,15158.75,15279.75,2,120,2.375,2420.0,2405.0,False
utro_0933,1629811980000000000,2021-08-24 00:00:00-04:00,2021,-1.0,15328.5,15370.36,1,58,3.25,-837.2000000000116,-852.2000000000116,False
utro_0933,1629898380000000000,2021-08-25 00:00:00-04:00,2021,1.0,15374.5,15342.3,1,61,2.5,-644.0000000000146,-659.0000000000146,False
utro_0933,1629984780000000000,2021-08-26 00:00:00-04:00,2021,1.0,15353.75,15310.28,1,53,3.375,-869.3999999999869,-884.3999999999869,False
utro_0933,1630071180000000000,2021-08-27 00:00:00-04:00,2021,1.0,15321.75,15386.0,2,120,3.25,1285.0,1270.0,False
utro_0933,1630330380000000000,2021-08-30 00:00:00-04:00,2021,1.0,15481.25,15571.5,2,120,1.875,1805.0,1790.0,False
utro_0933,1630416780000000000,2021-08-31 00:00:00-04:00,2021,-1.0,15572.0,15563.25,2,120,3.375,175.0,160.0,False
utro_0933,1630503180000000000,2021-09-01 00:00:00-04:00,2021,1.0,15652.0,15682.0,2,120,3.625,600.0,585.0,False
utro_0933,1630589580000000000,2021-09-02 00:00:00-04:00,2021,1.0,15675.0,15646.02,1,27,2.25,-579.5999999999913,-594.5999999999913,False
utro_0933,1630675980000000000,2021-09-03 00:00:00-04:00,2021,1.0,15597.0,15650.5,2,120,5.625,1070.0,1055.0,False
utro_0933,1630935180000000000,2021-09-06 00:00:00-04:00,2021,-1.0,15687.25,15700.13,1,23,1.0,-257.599999999984,-272.599999999984,False
utro_0933,1631021580000000000,2021-09-07 00:00:00-04:00,2021,-1.0,15645.75,15658.75,2,120,3.0,-260.0,-275.0,False
utro_0933,1631107980000000000,2021-09-08 00:00:00-04:00,2021,1.0,15661.0,15628.8,1,2,2.5,-644.0000000000146,-659.0000000000146,False
utro_0933,1631194380000000000,2021-09-09 00:00:00-04:00,2021,-1.0,15615.75,15651.17,1,5,2.75,-708.4000000000015,-723.4000000000015,False
utro_0933,1631280780000000000,2021-09-10 00:00:00-04:00,2021,1.0,15653.75,15632.82,1,30,1.625,-418.6000000000058,-433.6000000000058,False
utro_0933,1631539980000000000,2021-09-13 00:00:00-04:00,2021,1.0,15554.0,15513.75,1,4,3.125,-805.0,-820.0,False
utro_0933,1631626380000000000,2021-09-14 00:00:00-04:00,2021,1.0,15507.0,15458.7,1,18,3.75,-965.9999999999854,-980.9999999999854,False
utro_0933,1631712780000000000,2021-09-15 00:00:00-04:00,2021,-1.0,15383.75,15342.25,2,120,3.75,830.0,815.0,False
utro_0933,1631799180000000000,2021-09-16 00:00:00-04:00,2021,1.0,15440.5,15397.03,1,21,3.375,-869.3999999999869,-884.3999999999869,False
utro_0933,1631885580000000000,2021-09-17 00:00:00-04:00,2021,-1.0,15459.75,15306.5,2,120,4.375,3065.0,3050.0,False
utro_0933,1632144780000000000,2021-09-20 00:00:00-04:00,2021,1.0,15141.5,15073.88,1,32,5.25,-1352.400000000016,-1367.400000000016,False
utro_0933,1632231180000000000,2021-09-21 00:00:00-04:00,2021,-1.0,15045.25,15130.58,1,16,6.625,-1706.5999999999985,-1721.5999999999985,False
utro_0933,1632317580000000000,2021-09-22 00:00:00-04:00,2021,-1.0,15028.5,15105.78,1,34,6.0,-1545.600000000013,-1560.600000000013,False
utro_0933,1632403980000000000,2021-09-23 00:00:00-04:00,2021,1.0,15220.0,15293.25,2,120,7.25,1465.0,1450.0,False
utro_0933,1632490380000000000,2021-09-24 00:00:00-04:00,2021,1.0,15203.25,15216.0,2,120,4.125,255.0,240.0,False
utro_0933,1632749580000000000,2021-09-27 00:00:00-04:00,2021,-1.0,15174.75,15174.25,2,120,6.25,10.0,-5.0,False
utro_0933,1632835980000000000,2021-09-28 00:00:00-04:00,2021,1.0,15015.75,14901.44,1,29,8.875,-2286.19999999999,-2301.19999999999,False
utro_0933,1632922380000000000,2021-09-29 00:00:00-04:00,2021,1.0,14843.5,14803.25,2,120,6.25,-805.0,-820.0,False
utro_0933,1633008780000000000,2021-09-30 00:00:00-04:00,2021,1.0,14846.75,14812.0,2,120,6.0,-695.0,-710.0,False
utro_0933,1633095180000000000,2021-10-01 00:00:00-04:00,2021,-1.0,14688.75,14682.75,2,120,5.0,120.0,105.0,False
utro_0933,1633354380000000000,2021-10-04 00:00:00-04:00,2021,-1.0,14687.5,14423.5,2,120,5.0,5280.0,5265.0,False
utro_0933,1633440780000000000,2021-10-05 00:00:00-04:00,2021,1.0,14549.0,14695.5,2,120,4.5,2930.0,2915.0,False
utro_0933,1633527180000000000,2021-10-06 00:00:00-04:00,2021,1.0,14544.5,14598.75,2,120,6.5,1085.0,1070.0,False
utro_0933,1633613580000000000,2021-10-07 00:00:00-04:00,2021,1.0,14912.25,14967.0,2,120,5.375,1095.0,1080.0,False
utro_0933,1633699980000000000,2021-10-08 00:00:00-04:00,2021,-1.0,14926.75,14850.75,2,120,9.25,1520.0,1505.0,False
utro_0933,1633959180000000000,2021-10-11 00:00:00-04:00,2021,1.0,14766.25,14867.75,2,120,4.375,2030.0,2015.0,False
utro_0933,1634045580000000000,2021-10-12 00:00:00-04:00,2021,-1.0,14715.0,14671.25,2,120,5.25,875.0,860.0,False
utro_0933,1634131980000000000,2021-10-13 00:00:00-04:00,2021,1.0,14725.0,14673.5,2,120,8.25,-1030.0,-1045.0,False
utro_0933,1634218380000000000,2021-10-14 00:00:00-04:00,2021,-1.0,14911.25,14969.21,1,30,4.5,-1159.1999999999825,-1174.1999999999825,False
utro_0933,1634304780000000000,2021-10-15 00:00:00-04:00,2021,-1.0,15065.0,15105.5,2,120,5.625,-810.0,-825.0,False
utro_0933,1634563980000000000,2021-10-18 00:00:00-04:00,2021,1.0,15086.25,15195.75,2,120,4.75,2190.0,2175.0,False
utro_0933,1634650380000000000,2021-10-19 00:00:00-04:00,2021,1.0,15327.75,15374.25,2,120,4.0,930.0,915.0,False
utro_0933,1634736780000000000,2021-10-20 00:00:00-04:00,2021,-1.0,15413.0,15400.75,2,120,3.25,245.0,230.0,False
utro_0933,1634823180000000000,2021-10-21 00:00:00-04:00,2021,-1.0,15346.75,15393.44,1,20,3.625,-933.8000000000102,-948.8000000000102,False
utro_0933,1634909580000000000,2021-10-22 00:00:00-04:00,2021,-1.0,15419.0,15339.5,2,120,4.0,1590.0,1575.0,False
utro_0933,1635168780000000000,2021-10-25 00:00:00-04:00,2021,1.0,15422.75,15382.5,1,5,3.125,-805.0,-820.0,False
utro_0933,1635255180000000000,2021-10-26 00:00:00-04:00,2021,1.0,15612.75,15649.0,2,120,3.0,725.0,710.0,False
utro_0933,1635341580000000000,2021-10-27 00:00:00-04:00,2021,1.0,15588.75,15645.75,2,120,4.125,1140.0,1125.0,False
utro_0933,1635427980000000000,2021-10-28 00:00:00-04:00,2021,-1.0,15669.75,15737.37,1,74,5.25,-1352.400000000016,-1367.400000000016,False
utro_0933,1635514380000000000,2021-10-29 00:00:00-04:00,2021,1.0,15648.5,15738.5,2,120,6.0,1800.0,1785.0,False
utro_0933,1635773580000000000,2021-11-01 00:00:00-04:00,2021,-1.0,15844.25,15850.75,2,120,3.5,-130.0,-145.0,False
utro_0933,1635859980000000000,2021-11-02 00:00:00-04:00,2021,1.0,15880.75,15953.75,2,120,2.375,1460.0,1445.0,False
utro_0933,1635946380000000000,2021-11-03 00:00:00-04:00,2021,-1.0,15965.25,15950.75,2,120,2.25,290.0,275.0,False
utro_0933,1636032780000000000,2021-11-04 00:00:00-04:00,2021,-1.0,16167.5,16206.14,1,13,3.0,-772.7999999999884,-787.7999999999884,False
utro_0933,1636119180000000000,2021-11-05 00:00:00-04:00,2021,1.0,16422.5,16423.25,2,120,5.125,15.0,0.0,False
utro_0933,1636381980000000000,2021-11-08 00:00:00-05:00,2021,1.0,16359.25,16358.5,2,120,4.75,-15.0,-30.0,False
utro_0933,1636468380000000000,2021-11-09 00:00:00-05:00,2021,-1.0,16375.5,16243.0,2,120,2.875,2650.0,2635.0,False
utro_0933,1636554780000000000,2021-11-10 00:00:00-05:00,2021,-1.0,16048.0,16128.5,1,13,6.25,-1610.0,-1625.0,False
utro_0933,1636641180000000000,2021-11-11 00:00:00-05:00,2021,-1.0,16084.75,16076.5,2,120,3.375,165.0,150.0,False
utro_0933,1636727580000000000,2021-11-12 00:00:00-05:00,2021,1.0,16073.25,16021.73,1,5,4.0,-1030.4000000000087,-1045.4000000000087,False
utro_0933,1636986780000000000,2021-11-15 00:00:00-05:00,2021,-1.0,16228.75,16169.0,2,120,3.5,1195.0,1180.0,False
utro_0933,1637073180000000000,2021-11-16 00:00:00-05:00,2021,1.0,16184.0,16298.5,2,120,5.25,2290.0,2275.0,False
utro_0933,1637159580000000000,2021-11-17 00:00:00-05:00,2021,-1.0,16296.75,16333.78,1,67,2.875,-740.6000000000131,-755.6000000000131,False
utro_0933,1637245980000000000,2021-11-18 00:00:00-05:00,2021,-1.0,16369.0,16404.42,1,14,2.75,-708.3999999999651,-723.3999999999651,False
utro_0933,1637332380000000000,2021-11-19 00:00:00-05:00,2021,-1.0,16532.75,16602.0,2,120,8.125,-1385.0,-1400.0,False
utro_0933,1637591580000000000,2021-11-22 00:00:00-05:00,2021,1.0,16670.5,16606.1,1,116,5.0,-1288.000000000029,-1303.000000000029,False
utro_0933,1637677980000000000,2021-11-23 00:00:00-05:00,2021,-1.0,16312.25,16386.31,1,14,5.75,-1481.2000000000262,-1496.2000000000262,False
utro_0933,1637764380000000000,2021-11-24 00:00:00-05:00,2021,-1.0,16153.75,16279.33,1,105,9.75,-2511.5999999999985,-2526.5999999999985,False
utro_0933,1637850780000000000,2021-11-25 00:00:00-05:00,2021,1.0,16385.0,16396.0,2,120,2.875,220.0,205.0,False
utro_0933,1637937180000000000,2021-11-26 00:00:00-05:00,2021,1.0,16264.25,16186.97,1,13,6.0,-1545.600000000013,-1560.600000000013,False
utro_0933,1638196380000000000,2021-11-29 00:00:00-05:00,2021,-1.0,16226.0,16282.35,1,20,4.375,-1127.0000000000073,-1142.0000000000073,False
utro_0933,1638282780000000000,2021-11-30 00:00:00-05:00,2021,1.0,16365.5,16265.68,1,77,7.75,-1996.3999999999942,-2011.3999999999942,False
utro_0933,1638369180000000000,2021-12-01 00:00:00-05:00,2021,-1.0,16302.0,16372.84,1,37,5.5,-1416.800000000003,-1431.800000000003,False
utro_0933,1638455580000000000,2021-12-02 00:00:00-05:00,2021,1.0,15867.0,15907.25,2,120,11.5,805.0,790.0,False
utro_0933,1638541980000000000,2021-12-03 00:00:00-05:00,2021,1.0,16079.25,15958.5,1,11,9.375,-2415.0,-2430.0,False
utro_0933,1638801180000000000,2021-12-06 00:00:00-05:00,2021,-1.0,15661.75,15751.91,1,43,7.0,-1803.199999999997,-1818.199999999997,False
utro_0933,1638887580000000000,2021-12-07 00:00:00-05:00,2021,1.0,16148.25,16282.5,2,120,5.5,2685.0,2670.0,False
utro_0933,1638973980000000000,2021-12-08 00:00:00-05:00,2021,-1.0,16272.5,16336.9,1,17,5.0,-1287.9999999999927,-1302.9999999999927,False
utro_0933,1639060380000000000,2021-12-09 00:00:00-05:00,2021,1.0,16372.5,16333.86,1,24,3.0,-772.7999999999884,-787.7999999999884,False
utro_0933,1639146780000000000,2021-12-10 00:00:00-05:00,2021,1.0,16291.25,16231.68,1,13,4.625,-1191.3999999999942,-1206.3999999999942,False
utro_0933,1639405980000000000,2021-12-13 00:00:00-05:00,2021,-1.0,16289.0,16160.5,2,120,5.0,2570.0,2555.0,False
utro_0933,1639492380000000000,2021-12-14 00:00:00-05:00,2021,1.0,15919.25,15785.62,1,91,10.375,-2672.599999999984,-2687.599999999984,False
utro_0933,1639578780000000000,2021-12-15 00:00:00-05:00,2021,-1.0,15878.5,15784.25,2,120,5.75,1885.0,1870.0,False
utro_0933,1639665180000000000,2021-12-16 00:00:00-05:00,2021,-1.0,16312.0,16010.25,2,120,7.375,6035.0,6020.0,False
utro_0933,1639751580000000000,2021-12-17 00:00:00-05:00,2021,1.0,15736.25,15899.5,2,120,11.75,3265.0,3250.0,False
utro_0933,1640010780000000000,2021-12-20 00:00:00-05:00,2021,1.0,15592.5,15509.75,2,120,6.5,-1655.0,-1670.0,False
utro_0933,1640097180000000000,2021-12-21 00:00:00-05:00,2021,1.0,15780.5,15711.27,1,12,5.375,-1384.5999999999913,-1399.5999999999913,False
utro_0933,1640183580000000000,2021-12-22 00:00:00-05:00,2021,-1.0,15940.0,16014.06,1,13,5.75,-1481.1999999999898,-1496.1999999999898,False
utro_0933,1640269980000000000,2021-12-23 00:00:00-05:00,2021,1.0,16210.0,16309.5,2,120,4.625,1990.0,1975.0,False
utro_0933,1640615580000000000,2021-12-27 00:00:00-05:00,2021,1.0,16401.25,16510.5,2,120,3.875,2185.0,2170.0,False
utro_0933,1640701980000000000,2021-12-28 00:00:00-05:00,2021,-1.0,16571.5,16512.5,2,120,5.625,1180.0,1165.0,False
utro_0933,1640788380000000000,2021-12-29 00:00:00-05:00,2021,1.0,16526.25,16466.68,1,39,4.625,-1191.3999999999942,-1206.3999999999942,False
utro_0933,1640874780000000000,2021-12-30 00:00:00-05:00,2021,1.0,16494.25,16540.5,2,120,4.125,925.0,910.0,False
utro_0933,1640961180000000000,2021-12-31 00:00:00-05:00,2021,1.0,16436.0,16384.48,1,17,4.0,-1030.4000000000087,-1045.4000000000087,False
utro_0933,1641220380000000000,2022-01-03 00:00:00-05:00,2022,1.0,16430.0,16338.23,1,17,7.125,-1835.4000000000087,-1850.4000000000087,False
utro_0933,1641306780000000000,2022-01-04 00:00:00-05:00,2022,-1.0,16485.75,16199.5,2,120,4.75,5725.0,5710.0,False
utro_0933,1641393180000000000,2022-01-05 00:00:00-05:00,2022,-1.0,16126.0,16208.11,1,19,6.375,-1642.2000000000116,-1657.2000000000116,False
utro_0933,1641479580000000000,2022-01-06 00:00:00-05:00,2022,1.0,15749.75,15625.78,1,33,9.625,-2479.399999999987,-2494.399999999987,False
utro_0933,1641565980000000000,2022-01-07 00:00:00-05:00,2022,1.0,15742.75,15583.36,1,71,12.375,-3187.7999999999884,-3202.7999999999884,False
utro_0933,1641825180000000000,2022-01-10 00:00:00-05:00,2022,-1.0,15330.5,15302.75,2,120,8.875,555.0,540.0,False
utro_0933,1641911580000000000,2022-01-11 00:00:00-05:00,2022,1.0,15550.75,15739.0,2,120,11.625,3765.0,3750.0,False
utro_0933,1641997980000000000,2022-01-12 00:00:00-05:00,2022,1.0,15981.25,15858.89,1,71,9.5,-2447.2000000000116,-2462.2000000000116,False
utro_0933,1642084380000000000,2022-01-13 00:00:00-05:00,2022,1.0,15958.75,15887.91,1,38,5.5,-1416.800000000003,-1431.800000000003,False
utro_0933,1642170780000000000,2022-01-14 00:00:00-05:00,2022,1.0,15453.25,15502.75,2,120,12.25,990.0,975.0,False
utro_0933,1642429980000000000,2022-01-17 00:00:00-05:00,2022,-1.0,15601.75,15579.25,2,120,3.75,450.0,435.0,False
utro_0933,1642516380000000000,2022-01-18 00:00:00-05:00,2022,-1.0,15318.25,15258.0,2,120,10.0,1205.0,1190.0,False
utro_0933,1642602780000000000,2022-01-19 00:00:00-05:00,2022,1.0,15298.0,15215.89,1,67,6.375,-1642.2000000000116,-1657.2000000000116,False
utro_0933,1642689180000000000,2022-01-20 00:00:00-05:00,2022,1.0,15209.0,15294.75,2,120,6.5,1715.0,1700.0,False
utro_0933,1642775580000000000,2022-01-21 00:00:00-05:00,2022,1.0,14781.75,14606.26,1,40,13.625,-3509.7999999999956,-3524.7999999999956,False
utro_0933,1643034780000000000,2022-01-24 00:00:00-05:00,2022,1.0,14187.5,14010.25,2,120,18.625,-3545.0,-3560.0,False
utro_0933,1643121180000000000,2022-01-25 00:00:00-05:00,2022,-1.0,14188.5,14101.25,2,120,14.625,1745.0,1730.0,False
utro_0933,1643207580000000000,2022-01-26 00:00:00-05:00,2022,-1.0,14442.25,14451.25,2,120,11.75,-180.0,-195.0,False
utro_0933,1643293980000000000,2022-01-27 00:00:00-05:00,2022,1.0,14342.75,14204.29,1,67,10.75,-2769.1999999999825,-2784.1999999999825,False
utro_0933,1643380380000000000,2022-01-28 00:00:00-05:00,2022,-1.0,14011.25,14212.5,1,103,15.625,-4025.0,-4040.0,False
utro_0933,1643639580000000000,2022-01-31 00:00:00-05:00,2022,-1.0,14426.5,14527.93,1,3,7.875,-2028.6000000000058,-2043.6000000000058,False
utro_0933,1643725980000000000,2022-02-01 00:00:00-05:00,2022,-1.0,14891.0,14873.75,2,120,7.375,345.0,330.0,False
utro_0933,1643812380000000000,2022-02-02 00:00:00-05:00,2022,-1.0,15106.25,14976.25,2,120,9.25,2600.0,2585.0,False
utro_0933,1643898780000000000,2022-02-03 00:00:00-05:00,2022,1.0,14729.75,14709.25,2,120,11.25,-410.0,-425.0,False
utro_0933,1643985180000000000,2022-02-04 00:00:00-05:00,2022,1.0,14475.0,14567.5,2,120,18.5,1850.0,1835.0,False
utro_0933,1644244380000000000,2022-02-07 00:00:00-05:00,2022,1.0,14711.75,14641.75,2,120,8.625,-1400.0,-1415.0,False
utro_0933,1644330780000000000,2022-02-08 00:00:00-05:00,2022,1.0,14542.5,14692.25,2,120,6.625,2995.0,2980.0,False
utro_0933,1644417180000000000,2022-02-09 00:00:00-05:00,2022,1.0,14916.5,14855.32,1,47,4.75,-1223.6000000000058,-1238.6000000000058,False
utro_0933,1644503580000000000,2022-02-10 00:00:00-05:00,2022,1.0,14776.0,14870.0,2,120,14.625,1880.0,1865.0,False
utro_0933,1644589980000000000,2022-02-11 00:00:00-05:00,2022,1.0,14740.25,14661.36,1,9,6.125,-1577.7999999999884,-1592.7999999999884,False
utro_0933,1644849180000000000,2022-02-14 00:00:00-05:00,2022,-1.0,14198.75,14333.99,1,22,10.5,-2704.7999999999956,-2719.7999999999956,False
utro_0933,1644935580000000000,2022-02-15 00:00:00-05:00,2022,-1.0,14475.0,14525.75,2,120,8.5,-1015.0,-1030.0,False
utro_0933,1645021980000000000,2022-02-16 00:00:00-05:00,2022,-1.0,14491.75,14449.0,2,120,8.125,855.0,840.0,False
utro_0933,1645108380000000000,2022-02-17 00:00:00-05:00,2022,-1.0,14463.0,14390.75,2,120,9.625,1445.0,1430.0,False
utro_0933,1645194780000000000,2022-02-18 00:00:00-05:00,2022,-1.0,14180.25,14039.0,2,120,10.375,2825.0,2810.0,False
utro_0933,1645453980000000000,2022-02-21 00:00:00-05:00,2022,1.0,13876.0,13788.25,2,120,12.25,-1755.0,-1770.0,False
utro_0933,1645540380000000000,2022-02-22 00:00:00-05:00,2022,-1.0,13893.75,13995.18,1,13,7.875,-2028.6000000000058,-2043.6000000000058,False
utro_0933,1645626780000000000,2022-02-23 00:00:00-05:00,2022,-1.0,13994.25,13764.25,2,120,7.0,4600.0,4585.0,False
utro_0933,1645713180000000000,2022-02-24 00:00:00-05:00,2022,1.0,13198.5,13478.25,2,120,14.125,5595.0,5580.0,False
utro_0933,1645799580000000000,2022-02-25 00:00:00-05:00,2022,-1.0,13927.5,14080.45,1,85,11.875,-3059.0000000000146,-3074.0000000000146,False
utro_0933,1646058780000000000,2022-02-28 00:00:00-05:00,2022,1.0,14086.25,14285.0,2,120,10.0,3975.0,3960.0,False
utro_0933,1646145180000000000,2022-03-01 00:00:00-05:00,2022,-1.0,14178.75,14108.0,2,120,8.625,1415.0,1400.0,False
utro_0933,1646231580000000000,2022-03-02 00:00:00-05:00,2022,1.0,14071.25,13961.77,1,43,8.5,-2189.5999999999913,-2204.5999999999913,False
utro_0933,1646317980000000000,2022-03-03 00:00:00-05:00,2022,-1.0,14322.75,14094.25,2,120,11.375,4570.0,4555.0,False
utro_0933,1646404380000000000,2022-03-04 00:00:00-05:00,2022,1.0,13964.75,13813.41,1,41,11.75,-3026.800000000003,-3041.800000000003,False
utro_0933,1646663580000000000,2022-03-07 00:00:00-05:00,2022,1.0,13848.0,13690.22,1,27,12.25,-3155.600000000013,-3170.600000000013,False
utro_0933,1646749980000000000,2022-03-08 00:00:00-05:00,2022,-1.0,13256.0,13136.0,2,120,13.0,2400.0,2385.0,False
utro_0933,1646836380000000000,2022-03-09 00:00:00-05:00,2022,1.0,13595.75,13614.5,2,120,17.125,375.0,360.0,False
utro_0933,1646922780000000000,2022-03-10 00:00:00-05:00,2022,-1.0,13499.5,13414.5,2,120,9.125,1700.0,1685.0,False
utro_0933,1647009180000000000,2022-03-11 00:00:00-05:00,2022,-1.0,13672.5,13431.5,2,120,8.75,4820.0,4805.0,False
utro_0933,1647264780000000000,2022-03-14 00:00:00-04:00,2022,-1.0,13248.25,13365.78,1,41,9.125,-2350.600000000013,-2365.600000000013,False
utro_0933,1647351180000000000,2022-03-15 00:00:00-04:00,2022,1.0,13201.75,13372.75,2,120,9.875,3420.0,3405.0,False
utro_0933,1647437580000000000,2022-03-16 00:00:00-04:00,2022,-1.0,13629.75,13726.35,1,14,7.5,-1932.0000000000073,-1947.0000000000073,False
utro_0933,1647523980000000000,2022-03-17 00:00:00-04:00,2022,-1.0,13827.25,13915.8,1,13,6.875,-1770.9999999999854,-1785.9999999999854,False
utro_0933,1647610380000000000,2022-03-18 00:00:00-04:00,2022,1.0,14056.5,14250.25,2,120,7.0,3875.0,3860.0,False
utro_0933,1647869580000000000,2022-03-21 00:00:00-04:00,2022,1.0,14386.25,14308.97,1,22,6.0,-1545.600000000013,-1560.600000000013,False
utro_0933,1647955980000000000,2022-03-22 00:00:00-04:00,2022,1.0,14413.5,14660.25,2,120,5.625,4935.0,4920.0,False
utro_0933,1648042380000000000,2022-03-23 00:00:00-04:00,2022,-1.0,14510.25,14587.53,1,44,6.0,-1545.600000000013,-1560.600000000013,False
utro_0933,1648128780000000000,2022-03-24 00:00:00-04:00,2022,-1.0,14494.75,14583.3,1,107,6.875,-1770.9999999999854,-1785.9999999999854,False
utro_0933,1648215180000000000,2022-03-25 00:00:00-04:00,2022,-1.0,14774.0,14587.0,2,120,7.0,3740.0,3725.0,False
utro_0933,1648474380000000000,2022-03-28 00:00:00-04:00,2022,1.0,14787.0,14801.75,2,120,7.875,295.0,280.0,False
utro_0933,1648560780000000000,2022-03-29 00:00:00-04:00,2022,1.0,15209.0,15123.67,1,18,6.625,-1706.5999999999985,-1721.5999999999985,False
utro_0933,1648647180000000000,2022-03-30 00:00:00-04:00,2022,1.0,15181.25,15110.41,1,99,5.5,-1416.800000000003,-1431.800000000003,False
utro_0933,1648733580000000000,2022-03-31 00:00:00-04:00,2022,-1.0,15053.75,15036.25,2,120,7.25,350.0,335.0,False
utro_0933,1648819980000000000,2022-04-01 00:00:00-04:00,2022,1.0,14929.0,14851.72,1,19,6.0,-1545.600000000013,-1560.600000000013,False
utro_0933,1649079180000000000,2022-04-04 00:00:00-04:00,2022,1.0,14912.0,15100.5,2,120,4.5,3770.0,3755.0,False
utro_0933,1649165580000000000,2022-04-05 00:00:00-04:00,2022,1.0,15119.25,15050.02,1,29,5.375,-1384.5999999999913,-1399.5999999999913,False
utro_0933,1649251980000000000,2022-04-06 00:00:00-04:00,2022,-1.0,14607.75,14456.5,2,120,5.375,3025.0,3010.0,False
utro_0933,1649338380000000000,2022-04-07 00:00:00-04:00,2022,1.0,14487.0,14396.84,1,119,7.0,-1803.199999999997,-1818.199999999997,False
utro_0933,1649424780000000000,2022-04-08 00:00:00-04:00,2022,-1.0,14440.75,14436.5,2,120,7.125,85.0,70.0,False
utro_0933,1649683980000000000,2022-04-11 00:00:00-04:00,2022,-1.0,14133.75,14081.25,2,120,7.625,1050.0,1035.0,False
utro_0933,1649770380000000000,2022-04-12 00:00:00-04:00,2022,-1.0,14159.5,14193.75,2,120,10.125,-685.0,-700.0,False
utro_0933,1649856780000000000,2022-04-13 00:00:00-04:00,2022,1.0,13966.25,14168.0,2,120,8.0,4035.0,4020.0,False
utro_0933,1649943180000000000,2022-04-14 00:00:00-04:00,2022,1.0,14220.0,14128.23,1,16,7.125,-1835.4000000000087,-1850.4000000000087,False
utro_0933,1650288780000000000,2022-04-18 00:00:00-04:00,2022,1.0,13916.25,13835.75,1,21,6.25,-1610.0,-1625.0,False
utro_0933,1650375180000000000,2022-04-19 00:00:00-04:00,2022,-1.0,13876.75,13973.35,1,20,7.5,-1932.0000000000073,-1947.0000000000073,False
utro_0933,1650461580000000000,2022-04-20 00:00:00-04:00,2022,-1.0,14231.25,14059.75,2,120,7.375,3430.0,3415.0,False
utro_0933,1650547980000000000,2022-04-21 00:00:00-04:00,2022,1.0,14241.25,14172.02,1,35,5.375,-1384.5999999999913,-1399.5999999999913,False
utro_0933,1650634380000000000,2022-04-22 00:00:00-04:00,2022,1.0,13724.75,13626.54,1,12,7.625,-1964.1999999999825,-1979.1999999999825,False
utro_0933,1650893580000000000,2022-04-25 00:00:00-04:00,2022,1.0,13301.25,13288.0,2,120,9.5,-265.0,-280.0,False
utro_0933,1650979980000000000,2022-04-26 00:00:00-04:00,2022,-1.0,13388.25,13134.25,2,120,6.625,5080.0,5065.0,False
utro_0933,1651066380000000000,2022-04-27 00:00:00-04:00,2022,1.0,13087.5,12942.6,1,59,11.25,-2897.9999999999927,-2912.9999999999927,False
utro_0933,1651152780000000000,2022-04-28 00:00:00-04:00,2022,-1.0,13198.75,13171.75,2,120,10.0,540.0,525.0,False
utro_0933,1651239180000000000,2022-04-29 00:00:00-04:00,2022,1.0,13309.75,13163.24,1,100,11.375,-2930.2000000000044,-2945.2000000000044,False
utro_0933,1651498380000000000,2022-05-02 00:00:00-04:00,2022,1.0,12877.75,12858.25,2,120,11.25,-390.0,-405.0,False
utro_0933,1651584780000000000,2022-05-03 00:00:00-04:00,2022,-1.0,13053.75,13120.25,2,120,8.25,-1330.0,-1345.0,False
utro_0933,1651671180000000000,2022-05-04 00:00:00-04:00,2022,-1.0,13080.5,12886.25,2,120,5.25,3885.0,3870.0,False
utro_0933,1651757580000000000,2022-05-05 00:00:00-04:00,2022,-1.0,13295.75,12943.5,2,120,10.125,7045.0,7030.0,False
utro_0933,1651843980000000000,2022-05-06 00:00:00-04:00,2022,-1.0,12728.0,12876.12,1,106,11.5,-2962.400000000016,-2977.400000000016,False
utro_0933,1652103180000000000,2022-05-09 00:00:00-04:00,2022,-1.0,12438.0,12245.5,2,120,12.625,3850.0,3835.0,False
utro_0933,1652189580000000000,2022-05-10 00:00:00-04:00,2022,-1.0,12510.75,12201.5,2,120,9.125,6185.0,6170.0,False
utro_0933,1652275980000000000,2022-05-11 00:00:00-04:00,2022,1.0,12296.0,12314.5,2,120,21.0,370.0,355.0,False
utro_0933,1652362380000000000,2022-05-12 00:00:00-04:00,2022,-1.0,11785.0,11960.49,1,40,13.625,-3509.7999999999956,-3524.7999999999956,False
utro_0933,1652448780000000000,2022-05-13 00:00:00-04:00,2022,-1.0,12136.0,12242.26,1,20,8.25,-2125.2000000000044,-2140.2000000000044,False
utro_0933,1652707980000000000,2022-05-16 00:00:00-04:00,2022,-1.0,12281.75,12214.5,2,120,8.875,1345.0,1330.0,False
