date,event,phase,oid,branch,rec,boundary,side,authorized,day_before,busy_before,pnl,busy,position,remaining_budget,lock_active,limit,result,reason,policy,entry,stop,planned_last,entry_mod,exit_mod,exit,xtype,net,day_after
20060328,settlement,observe_close,20060328:S07:573,S07,573.0,694,1.0,,0.0,,1.25,False,,61.25,True,1.25,,time,A,1700.0,1681.5,,574.0,693.0,1702.0,3.0,1.25,1.25
20060328,opportunity,decision,20060328:PV2:+1:759,PV2_V7m,759.0,760,1.0,True,1.25,False,1.25,False,,61.25,True,1.25,authorized,ok,A,,,,,,,,,
20060328,execution,execution,20060328:PV2:+1:759,PV2_V7m,,760,,,,,1.25,False,,61.25,True,1.25,policy_skip,remaining_limit_below_min_lim,A,,,,,,,,,
20060328,opportunity,decision,20060328:S07:573,S07,573.0,574,1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20060328,opportunity,decision,20060328:PV2:+1:759,PV2_V7m,759.0,760,1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,B,,,,,,,,,
20060328,execution,execution,20060328:PV2:+1:759,PV2_V7m,,760,,,,,0.0,False,,60.0,False,20.0,opened,ok,B,1709.0,1708.25,879.0,,,,,,
20060328,settlement,observe_close,20060328:PV2:+1:759,PV2_V7m,759.0,776,1.0,,0.0,,-2.0,False,,58.0,False,20.0,,stop,B,1709.0,1708.25,,760.0,775.0,1707.75,1.0,-2.0,-2.0
20060406,opportunity,decision,20060406:S07:573,S07,573.0,574,1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20060406,execution,execution,20060406:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1749.0,1730.5,693.0,,,,,,
20060406,settlement,observe_close,20060406:S07:573,S07,573.0,694,1.0,,0.0,,0.25,False,,60.25,True,0.25,,time,A,1749.0,1730.5,,574.0,693.0,1750.0,3.0,0.25,0.25
20060406,opportunity,decision,20060406:S07:573,S07,573.0,574,1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20060407,opportunity,decision,20060407:S07:573,S07,573.0,574,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20060407,execution,execution,20060407:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1758.0,1776.5,693.0,,,,,,
20060407,settlement,observe_close,20060407:S07:573,S07,573.0,694,-1.0,,0.0,,13.25,False,,73.25,True,13.25,,time,A,1758.0,1776.5,,574.0,693.0,1744.0,3.0,13.25,13.25
20060407,opportunity,decision,20060407:S07:573,S07,573.0,574,-1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20060413,opportunity,decision,20060413:S07:573,S07,573.0,574,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20060413,execution,execution,20060413:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1716.0,1734.5,693.0,,,,,,
20060413,settlement,observe_close,20060413:S07:573,S07,573.0,672,-1.0,,0.0,,-19.75,False,,40.25,False,20.0,,stop,A,1716.0,1734.5,,574.0,671.0,1735.0,1.0,-19.75,-19.75
20060413,opportunity,decision,20060413:S07:573,S07,573.0,574,-1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20060419,opportunity,decision,20060419:S07:573,S07,573.0,574,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20060419,execution,execution,20060419:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1743.0,1761.5,693.0,,,,,,
20060419,settlement,observe_close,20060419:S07:573,S07,573.0,694,-1.0,,0.0,,3.75,False,,63.75,True,3.75,,time,A,1743.0,1761.5,,574.0,693.0,1738.5,3.0,3.75,3.75
20060419,opportunity,decision,20060419:S07:573,S07,573.0,574,-1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20060421,opportunity,decision,20060421:S07:573,S07,573.0,574,1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20060421,execution,execution,20060421:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1747.0,1728.5,693.0,,,,,,
20060421,settlement,observe_close,20060421:S07:573,S07,573.0,694,1.0,,0.0,,-14.25,False,,45.75,False,20.0,,time,A,1747.0,1728.5,,574.0,693.0,1733.5,3.0,-14.25,-14.25
20060421,opportunity,decision,20060421:S07:573,S07,573.0,574,1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20060427,opportunity,decision,20060427:S07:573,S07,573.0,574,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20060427,execution,execution,20060427:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1718.0,1736.5,693.0,,,,,,
20060427,unknown,observe_close,20060427:S07:573,,,588,,,,,0.0,True,20060427:S07:573,60.0,False,20.0,,missing_open_position_bar:587,A,,,,,,,,,
20060427,opportunity,decision,20060427:S07:573,S07,573.0,574,-1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20060427,opportunity,decision,20060427:PV2:+1:621,PV2_V7m,621.0,622,1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,B,,,,,,,,,
20060427,execution,execution,20060427:PV2:+1:621,PV2_V7m,,622,,,,,0.0,False,,60.0,False,20.0,opened,ok,B,1729.0,1724.25,741.0,,,,,,
20060427,settlement,observe_close,20060427:PV2:+1:621,PV2_V7m,621.0,742,1.0,,0.0,,1.25,False,,61.25,True,1.25,,time,B,1729.0,1724.25,,622.0,741.0,1731.0,3.0,1.25,1.25
20060427,unknown,recognition,,,,917,,,,,1.25,False,,61.25,True,1.25,,detector:missing_v7m_bar:916,B,,,,,,,,,
20060428,opportunity,decision,20060428:S07:573,S07,573.0,574,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20060428,execution,execution,20060428:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1720.0,1738.5,693.0,,,,,,
20060428,opportunity,decision,20060428:PV2:-1:605,PV2_V7m,605.0,606,-1.0,True,0.0,True,0.0,True,20060428:S07:573,60.0,False,20.0,policy_skip,busy,A,,,,,,,,,
20060428,settlement,observe_close,20060428:S07:573,S07,573.0,694,-1.0,,0.0,,4.25,False,,64.25,True,4.25,,time,A,1720.0,1738.5,,574.0,693.0,1715.0,3.0,4.25,4.25
20060428,unknown,recognition,,,,917,,,,,4.25,False,,64.25,True,4.25,,detector:missing_v7m_bar:916,A,,,,,,,,,
20060428,opportunity,decision,20060428:S07:573,S07,573.0,574,-1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20060428,opportunity,decision,20060428:PV2:-1:605,PV2_V7m,605.0,606,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,B,,,,,,,,,
20060428,execution,execution,20060428:PV2:-1:605,PV2_V7m,,606,,,,,0.0,False,,60.0,False,20.0,opened,ok,B,1718.0,1718.75,725.0,,,,,,
20060428,settlement,observe_close,20060428:PV2:-1:605,PV2_V7m,605.0,609,-1.0,,0.0,,-2.0,False,,58.0,False,20.0,,stop,B,1718.0,1718.75,,606.0,608.0,1719.25,1.0,-2.0,-2.0
20060428,unknown,recognition,,,,917,,,,,-2.0,False,,58.0,False,20.0,,detector:missing_v7m_bar:916,B,,,,,,,,,
20060501,opportunity,decision,20060501:S07:573,S07,573.0,574,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20060501,execution,execution,20060501:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1715.0,1733.5,693.0,,,,,,
20060501,settlement,observe_close,20060501:S07:573,S07,573.0,694,-1.0,,0.0,,3.75,False,,63.75,True,3.75,,time,A,1715.0,1733.5,,574.0,693.0,1710.5,3.0,3.75,3.75
20060501,unknown,recognition,,,,917,,,,,3.75,False,,63.75,True,3.75,,detector:missing_v7m_bar:916,A,,,,,,,,,
20060501,opportunity,decision,20060501:S07:573,S07,573.0,574,-1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20060501,unknown,recognition,,,,917,,,,,0.0,False,,60.0,False,20.0,,detector:missing_v7m_bar:916,B,,,,,,,,,
20060502,opportunity,decision,20060502:S07:573,S07,573.0,574,1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20060502,execution,execution,20060502:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1703.5,1685.0,693.0,,,,,,
20060502,settlement,observe_close,20060502:S07:573,S07,573.0,694,1.0,,0.0,,-5.25,False,,54.75,False,20.0,,time,A,1703.5,1685.0,,574.0,693.0,1699.0,3.0,-5.25,-5.25
20060502,unknown,recognition,,,,917,,,,,-5.25,False,,54.75,False,20.0,,detector:missing_v7m_bar:916,A,,,,,,,,,
20060502,opportunity,decision,20060502:S07:573,S07,573.0,574,1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20060502,unknown,recognition,,,,917,,,,,0.0,False,,60.0,False,20.0,,detector:missing_v7m_bar:916,B,,,,,,,,,
20060503,opportunity,decision,20060503:S07:573,S07,573.0,574,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20060503,execution,execution,20060503:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1695.5,1714.0,693.0,,,,,,
20060503,settlement,observe_close,20060503:S07:573,S07,573.0,694,-1.0,,0.0,,-0.25,False,,59.75,False,20.0,,time,A,1695.5,1714.0,,574.0,693.0,1695.0,3.0,-0.25,-0.25
20060503,unknown,recognition,,,,916,,,,,-0.25,False,,59.75,False,20.0,,detector:missing_v7m_bar:915,A,,,,,,,,,
20060503,opportunity,decision,20060503:S07:573,S07,573.0,574,-1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20060503,unknown,recognition,,,,916,,,,,0.0,False,,60.0,False,20.0,,detector:missing_v7m_bar:915,B,,,,,,,,,
20060504,opportunity,decision,20060504:S07:573,S07,573.0,574,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20060504,execution,execution,20060504:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1712.0,1730.5,693.0,,,,,,
20060504,settlement,observe_close,20060504:S07:573,S07,573.0,694,-1.0,,0.0,,3.25,False,,63.25,True,3.25,,time,A,1712.0,1730.5,,574.0,693.0,1708.0,3.0,3.25,3.25
20060504,unknown,recognition,,,,916,,,,,3.25,False,,63.25,True,3.25,,detector:missing_v7m_bar:915,A,,,,,,,,,
20060504,opportunity,decision,20060504:S07:573,S07,573.0,574,-1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20060504,unknown,recognition,,,,916,,,,,0.0,False,,60.0,False,20.0,,detector:missing_v7m_bar:915,B,,,,,,,,,
20060505,opportunity,decision,20060505:S07:573,S07,573.0,574,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20060505,execution,execution,20060505:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1715.0,1733.5,693.0,,,,,,
20060505,settlement,observe_close,20060505:S07:573,S07,573.0,694,-1.0,,0.0,,-6.25,False,,53.75,False,20.0,,time,A,1715.0,1733.5,,574.0,693.0,1720.5,3.0,-6.25,-6.25
20060505,unknown,recognition,,,,916,,,,,-6.25,False,,53.75,False,20.0,,detector:missing_v7m_bar:915,A,,,,,,,,,
20060505,opportunity,decision,20060505:S07:573,S07,573.0,574,-1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20060505,unknown,recognition,,,,916,,,,,0.0,False,,60.0,False,20.0,,detector:missing_v7m_bar:915,B,,,,,,,,,
20060508,opportunity,decision,20060508:S07:573,S07,573.0,574,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20060508,execution,execution,20060508:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1726.5,1745.0,693.0,,,,,,
20060508,settlement,observe_close,20060508:S07:573,S07,573.0,694,-1.0,,0.0,,1.75,False,,61.75,True,1.75,,time,A,1726.5,1745.0,,574.0,693.0,1724.0,3.0,1.75,1.75
20060508,unknown,recognition,,,,916,,,,,1.75,False,,61.75,True,1.75,,detector:missing_v7m_bar:915,A,,,,,,,,,
20060508,opportunity,decision,20060508:S07:573,S07,573.0,574,-1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20060508,unknown,recognition,,,,916,,,,,0.0,False,,60.0,False,20.0,,detector:missing_v7m_bar:915,B,,,,,,,,,
20060509,opportunity,decision,20060509:S07:573,S07,573.0,574,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20060509,execution,execution,20060509:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1718.5,1737.0,693.0,,,,,,
20060509,settlement,observe_close,20060509:S07:573,S07,573.0,694,-1.0,,0.0,,-2.25,False,,57.75,False,20.0,,time,A,1718.5,1737.0,,574.0,693.0,1720.0,3.0,-2.25,-2.25
20060509,unknown,recognition,,,,742,,,,,-2.25,False,,57.75,False,20.0,,detector:missing_v7m_bar:741,A,,,,,,,,,
20060509,opportunity,decision,20060509:S07:573,S07,573.0,574,-1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20060509,unknown,recognition,,,,742,,,,,0.0,False,,60.0,False,20.0,,detector:missing_v7m_bar:741,B,,,,,,,,,
20060510,opportunity,decision,20060510:S07:573,S07,573.0,574,1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20060510,execution,execution,20060510:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1714.5,1696.0,693.0,,,,,,
20060510,settlement,observe_close,20060510:S07:573,S07,573.0,694,1.0,,0.0,,-3.0,False,,57.0,False,20.0,,time,A,1714.5,1696.0,,574.0,693.0,1712.25,3.0,-3.0,-3.0
20060510,opportunity,decision,20060510:S07:573,S07,573.0,574,1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
20060511,opportunity,decision,20060511:S07:573,S07,573.0,574,-1.0,True,0.0,False,0.0,False,,60.0,False,20.0,authorized,ok,A,,,,,,,,,
20060511,execution,execution,20060511:S07:573,S07,,574,,,,,0.0,False,,60.0,False,20.0,opened,ok,A,1684.5,1703.0,693.0,,,,,,
20060511,opportunity,decision,20060511:PV2:-1:609,PV2_V7m,609.0,610,-1.0,True,0.0,True,0.0,True,20060511:S07:573,60.0,False,20.0,policy_skip,busy,A,,,,,,,,,
20060511,settlement,observe_close,20060511:S07:573,S07,573.0,694,-1.0,,0.0,,15.25,False,,75.25,True,15.25,,time,A,1684.5,1703.0,,574.0,693.0,1668.5,3.0,15.25,15.25
20060511,opportunity,decision,20060511:S07:573,S07,573.0,574,-1.0,False,0.0,False,0.0,False,,60.0,False,20.0,authorization_skip,B_intervention,B,,,,,,,,,
