ins,epoch,cond,hour,n,bp,m,t,usd,years_pos
ES,2020-2026,A,5,1593,0.7519330191354764,0.04335970933984044,1.7305902402644207,12.570621468926554,3/7
ES,2020-2026,A,6,1594,0.5478856206500362,0.02532491107141985,1.0110952905220487,7.583124215809285,3/7
ES,2020-2026,A,7,1599,-1.378271025788389,-0.06584865267975577,-2.633122870380878,-32.395247029393374,0/7
ES,2020-2026,A,8,1599,1.4527204228052273,0.0417979573215744,1.6713957367342998,33.42714196372733,6/7
ES,2020-2026,A,9,1596,0.18439316165548666,0.00500233670331183,0.19984319477857598,-1.730889724310777,3/7
ES,2020-2026,A,10,1596,-0.545740663820431,-0.013370915910206187,-0.534167672248496,-11.458333333333334,2/7
ES,2020-2026,A,11,1596,0.5583921738268128,0.0169089779843188,0.6755131414064331,16.55701754385965,4/7
ES,2020-2026,A,12,1596,-0.01741007192408648,-0.0005764318948999572,-0.023028436165204457,-5.8427318295739346,2/7
ES,2020-2026,A,13,1543,0.6575657502733917,0.018849020791213766,0.7404091148326583,10.806869734283863,4/7
ES,2020-2026,A,14,1540,0.43351857390827125,0.013552033850458094,0.531820211241827,11.477272727272727,6/7
ES,2020-2026,A,15,1540,1.3726701271527522,0.030730578050110646,1.2059549651760098,26.11201298701299,5/7
ES,2020-2026,A,16,1548,-0.08001469237638147,-0.003949796828946725,-0.1554032993358068,4.570413436692506,5/7
ES,2020-2026,A,19,1603,-0.011314653539007598,-0.000672649463393038,-0.02693119107775436,-1.3568309419837805,4/7
ES,2020-2026,A,20,1604,0.5013928753694334,0.028428936976594633,1.1385780386171078,6.405860349127182,5/7
ES,2020-2026,A,21,1604,0.23638111714848864,0.011960475913048945,0.4790166870192154,3.802992518703242,4/7
ES,2020-2026,A,22,1604,0.28152798711252375,0.017077012459580928,0.6839338160156072,2.291147132169576,3/7
ES,2020-2026,A,23,1603,0.7625310159491968,0.06464279934997899,2.58813494373961,16.66406737367436,6/7
ES,2020-2026,B,0,1609,-0.3894366017771655,-0.03142873589010968,-1.2606802102029213,-7.496892479801119,3/7
ES,2020-2026,B,1,1606,-0.03122820194680687,-0.00217976410300846,-0.08735389345010003,0.40473225404732255,4/7
ES,2020-2026,B,2,1606,-0.11952982434028746,-0.006568383459134063,-0.2632275061492604,-3.790473225404732,4/7
ES,2020-2026,B,3,1606,0.8443963783087336,0.038541653841517455,1.5445540728080736,20.298879202988793,3/7
